raw,rate,human_rate
"No anda el blutooth Malisimo y caro. El soporte para el celular se mueve mucho, da la sensación que se te va a caer. Nunca funcionó el blutooth, chequeenlo apenas lo compran así lo pueden devolver, pero no lo recomiendo para nada.",negative,negative
Llegó enseguida y es tal cual se ve en las fotos. Muy lindo el material y los colores.  Llegó antes de lo previsto.  Recomiendo!!  :),positive,positive
Excelente Excelente atención y productos! Muy recomendable,positive,positive
No me resulto practico. Muy malo el rociador. Nunca funciono,negative,negative
"malo no recomiendo para aprobar instalaciones malo, vino perdiendo la conexion que empalma  el quemador con el caño de chapa. al ser sometido a la inspeccion de la empresa proveedora de gas (camuzzi) tiene que tener una conexion rigida (union doble), y al apretarla si se desplaza un poquito revienta la rosquita que tiene cerca de la perilla, y no sirve mas",negative,negative
Malicima calida Me vinieron rotas y no se isieron cargo ise muchos reclamos malísima atencion y calidad mala,negative,negative
"Divina Excelente producto.  Y genial el envío, gracias.",positive,positive
"Lo peor!!!!!!! Basura ,pésimo! Estafa total.!lo recibi dejo de  funcionar! En 2 días  nadie me atendió losreclamos,  no  se  dejen   estafar!!!!!!!!!!!!!!!!!!!!!",negative,negative
Muy malo Se quemo a los 10  minutos. Sin comentarios.,negative,negative
Hermosas Perfecto el talle  Hermosa calidad,positive,positive
"Bueno pero con detalles a mejorar en el gel. El plug esta muy bueno, tiene buena calidad y diseño pero el resto flojo el gel que me enviaron sabor a Ron Cubano su aroma es un Asco... tal vez tengan otros geles mejores.",negative,positive
Excelente Hermosa!!! Me encantó! Los colores son muy lindos y se aplican fácilmente!,positive,positive
"Mix flojo, caro para los que es Mucho mani y semillas de girasol.demaiados...ppcas bananitas deshodratadas y frutos secos como.nuez y castañas",negative,negative
Regular No era lo q esperaba ..me confíe..siempre las compras realizadas eran tal cual las veo a..  Pero esta la mascara  no era la q esperaba los guantes son de muy mala calidad ..Y otras cosas q estaban en la oferta no cumplió mis expectativa,negative,negative
"Una compra muy aceptable Excelente producto, recomendable",negative,positive
Excelente Excelente producto.Vale la pena recomendarlo,positive,positive
"ESTAFO El producto me llego mal. Lo envie para devolver el mismo dia no mas .. y ya pasaron 3 semanas, no me devolvieron el dinero. No se con quien comunicarme, nadie responde.",negative,negative
Muy buena relacion calidad/precio Super lindo y entregado en tiempo y forma.,positive,positive
"EXCELENTE Excelente el producto, las pulseras incluyen los enganches para armarlas.",positive,positive
"Muy malo Anda bien, lo que tardo la entrega la verdad del producto, es mi calificación",negative,negative
"Calidad producto OK - calidad servicio: pésimo El producto está bien,  el problema es que solicité ka factura antes de realizar la compra, nooo me la enviaron a pesar de haber realizado 2 reclamos posteriores.",negative,negative
Mala La verdad ya no pude usar mas. Corte el pelo a un perro y ya no andaba mas .. No tiene mas filo.,negative,negative
"NO LO RECOMIENDO Pésima calidad, me lllegaron dos rotas. Parecen de telgopor.",negative,negative
Excelente Probado uno del pack de 6 todo perfecto,positive,positive
"Muy buen producto Producto de excelente calidad, recomendable",positive,positive
Todo ok! Perfecto todo desde el cumplimiento hasta que era lo esperado. gracias!,positive,positive
Malo Los patines no agarran bien. Muy plástica. de todos modos para lo que vale está bien,negative,negative
No lo recomiendo La relación costo calidad es muy baja,negative,negative
"Geniales Muy lindas che, le encantaron a mi novia quede de 10 con ese regaló",positive,positive
exelente todo perfecto gracias recomendableeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,positive,positive
Genial! Me encanto! Lo recomiendo muy buena calidad,positive,positive
Bien Buen trato. Aunque el producto pense q era de mas calidad.,negative,positive
Muy buena como esperaba! Muy bueno. Entregado en tiempo y forma,positive,positive
Muy malo El producto anda perfecto. Les pedí encarecidamente que me manden Factura A antes de comprar. Me dijeron que si y nunca lo hicieron. Tras dos reclamos. Sepan que al comprar no emiten Factura A.,negative,negative
"Es una estafa, el vidrio no se cambia Es una estafa, el vidrio no se cambia. Te lo venden pero solo se cambia el modulo completo. NO COMPREN NUNCA MAS ESTE PRODUCTO. Suerte y no se dejen engañar como me sucedio",negative,negative
"No conviene. No compren esto, tiene muy poca potencia, una mini pc tiene mucha más funcionalidad y va más rápido. Navegando en internet si habrís más de 2 pestañas se cuelga, emula hasta n64 y ni siquiera lo hace bien, para ver pelis y series en PC además de kodi tenés más opciones.",negative,negative
De 10! Excelente!! Super recomendable,positive,positive
"Pesima vendedora, mentirosa, no da la cara El producto es bueno pero la vendedora me entrwgo una tapa rota prometiendo cambiarla y aun estoy esperando que tenga la delicadeza de responder un msj, eran para donar por el dia del niño a una escuela rural en Cordoba, pague lo que se pidio, cumpli y me dejo colgada. No recomendaria gente que no valore el dinero y el tiempo del otro, menos que sea tan irresponsable y no cumpla con lo que promete. Pesima! Mi bronca es por que un niño que no tiene la culpa va a recibir un regalo roto!!! Aprende a revisar lo que entregas, a no mentir y a dar la cara.",negative,negative
Malisimo una perdida de dinero Pedi remeras.L la.remera.dixen L pero parecen s o m todas chicas apretadas y el.estanpado en.el.mio de la panza,negative,negative
Muy malo NO SIRVE. Y CONTINUE EL TRATAMIENTO 3 MESES. SOLO HUMECTA LA PIEL.,negative,negative
Malo Muuy Buenaaa Calidad!Los Recomiendo,negative,positive
Rgular calidad No es lo que esperaba..pense que era de un material mas resistente. Tenes que tener mucho cuidado ya que es material que se.rompe facil,negative,negative
"No me sirvio No es lo que esperaba, no siento ni un cambio al usarlo",negative,negative
CUIDADO CON EL COSTO OPERATIVO..!!!!! Es muy elevado el costo operativo; en el momento de la compra se ofrece potes de recarga que no pueden ser utilizado para el tipo de modelo; la impresora sale $10000 y el Kit de Cartuchos $11000. No lo recomiendo.,negative,negative
Muy malo Malo lo usé 3 veces y dejó de arrancar !! Muy enojado ya que ahora no se qué hacer !! Estoy a 450 km de bs as !,negative,negative
Muy bueno El producto es de muy buena calidad.,positive,positive
Excelente Muy buen producto. Excelente precio calidad.  La entrega fue casi inmediata.,positive,positive
"Excelente Muy lindo juguete, gracioso y entretenido!",positive,positive
"Excelente Buen producto, cumplió con mis espectativas",positive,positive
"Excelente la terapia me sirvió mucho, me siento con más energía y mejor emocionalmente. Note el cambio dos o tres días después",positive,positive
No funciona Es puerta mentira la foto no recoje nad el abdomen.,negative,negative
"Malo RECIBI EL PRODUCTO CON FALTANTES, PERO ME ERA MUCHO LIO Y PERDIDA DE TIEMPO QUE NO TENIA CAMBIARLO POR ESO NO LO DEVOLVI",negative,negative
