raw,rate,human_rate
"Lindo pero con fallas Lamentablemente llegó mal impreso...le faltaba una orejita, fuera de cuadro. Les escribí por privado.....pero no obtuve respuesta...",negative,negative
"Truchos No son originales, me duraron menos de 1 mes. Cuando queres efectuar la devolucion el margen horario es imposible para una persona que trabaja, y los sabados no hacen cambios. Te dejan de contestar. Para nada recomendable, es tirar $2.000 a la basura.",negative,negative
Excellent Hermoso!!Volver a seguir comprando,positive,positive
"Malo Pensé que iba a ser de mejor calidad, solamente puse mis útiles y ya se me está desgastando.",negative,negative
Malo Muy contenta con el producto...era lo que esperaba..exelente calidad Gracias,negative,negative
"Rendidora Muy buena para el uso que le doy, mayormente en ByN, pero también color. Súper recomendable, no sé si para uso profesional, pero para uso doméstico intenso (soy docente) va genial.",positive,positive
"Perfecto! La verdad es perfecto 10/10. Excelente calidad, lo que si un poco largo pero se arregla doblandolo en los pies. Encantado!",positive,positive
"Excelente Es muy bueno, la calidad de la tela, el ajuste. Muy recomendable",positive,positive
Excelente Producto de Primera en caja sellada todo de diez,positive,positive
Se me rompio la bombilla la primera vez q lo use La primera vez que lo use se rompio la bombilla les hice el reclamo y no me contestaron,negative,negative
Buena Muy buenas pero me quedaron un numero grande yo pedi talle 42,negative,negative
"Truchisimo!!! Bastante trucho, no se borra (usando todo original), tenes que pasarle un trapo y ni asi queda bien,no lo compren. Saludos.",negative,negative
Excelente Excelente. Práctico . No falla,positive,positive
"Muy malo re contra ordinario, extremadamente debil el touch, no lo volveria a comprar",negative,negative
Excelente producto Excelente producto se los recomiendo,positive,positive
Excelente Muy buena.calidad  y precio excelente iluminación,positive,positive
Excelente solución cuando no hay espacio de gurdad Las cajas son muy útiles porque puedo guardar el calzado(y verlo desde afuera) y tener fácil acceso ya que solo debo abrir la tapa frontal para sacarlo. Puedo apilarlas como quiero. Se arman y se pueden limpiar muy fácilmente. Una solución muy práctica cuando no tenemos espacio de guardado.,negative,positive
"Todo excelente original, nuevo e importado.  Gracias",positive,positive
"Malo Producto malo, dicen que es antiadherente pero lo unico que no se le adhiere es el agua, deja mucho que desear",negative,negative
Excelentes Divinas me encantaron.... Era lo q esperaba mi hija está muy contenta....,negative,positive
De diez Me encantó! Muy recomendable!!!,positive,positive
"Mala Se descosio la parte trasera y eso que no me quedaba apretada , la compré para que quede suelta, y se me descosio en la primera puesta",negative,negative
Perfume para diario pero no original Vino sin la tapa y el perfume no se parece al original. Siendo tester debería ser el mismo! Es similar pero no lo recomiendo si están buscando The Secret de Antonio Banderas (el verdadero),negative,negative
Mala Muy malo...vino fallado no sirve para nada y encima no se lo pudo devolver al producto,negative,negative
"No volveria a comprar El producto llego incompleto,no como figura en las fotos",negative,negative
Muy malo se le rmaron pelotitas mala calidad.,negative,negative
Muy bueno todo bien recibi el productoewsrdgvdssssssssssss dsa,positive,positive
"Espectacular Excelente producto, rico olor, te deja el cabello brillante",positive,positive
Malisima El producto me llegó dañado y la calidad de la imagen es mala y la resolución no encaja con el tamaño de la pantalla,negative,negative
"Una Linterna Minera Muy Útil... Muy linda Linterna tipo Minero. Excelente luminosidad. Muy práctica. Con muchas posibilidades de recarga, cualquiera sea el lugar donde uno se encuentre, ya sea cerca de un toma corriente tradicional (previo adaptador, no incluido, solo incluye el cable para carga) y desde un auto  u otro vehículo (adaptador incluido). Muy conforme. Un equilibrio justo entre precio y calidad.",positive,positive
Muy malo Pésimo producto no me sirvió era para un voyage,negative,negative
Mala compra Anduvieron unos días y ahora ya no funciona,negative,negative
"MALISIMA COMPRA Compre talle 32 y cuando me llego tiene el tamaño de un talle 29. Encima estuve escribiendo 3 dias para poder cambiarlos y el vendedor me desatendió totalmente. Malisima la atencion post venta, respondian un mje por dia. NO LOS RECOMIENDO.",negative,negative
"Excelente Muy didactico, muy buenas terminaciones,les encanto.!!!Excelente",positive,positive
Es como que estuviera mala Malísima esta toda granulada no se puede trabajar,negative,negative
"Muy malo La foto del producto, no es lo que recibi",negative,negative
"Excelente Llego barbaro y rapido prolijo, Incluyeron un regalito que es todo un detalle de buen gesto en estos dias.",positive,positive
"Muy malo Me duro 2 horas, bosebsi el nio estaba fallado o no, pero se me quemo",negative,negative
Muy buenos Muy buena calidad y quedan muy bonitos,positive,positive
"Malo Es buen producto, la única contra es que posee unos nervios internos por los que tenes que hacerle demasiada presión para insertarlo. Los nervios se terminan deformando y de esa manera logras que funcione, nunca llegue a accionar los clips del calce.",negative,negative
"Regular Es muy buen, pero no es bajo que consumo y la había comprado por eso!",negative,negative
practico excelente el material y el producto,positive,positive
"Malo Es dificil de usar, si pela bien la Naranja pero se en partes se desarma y se chorra el jugo",negative,negative
Costo/beneficio alto Pintura para retoque... No era el mismo color y no sirve. Caro por lo que es.,negative,negative
"MERCADO LIBRE TIENE QUE PROTEGERME QUIERO MI DINER pague este aparato 11500 y lo regreso x una falla y me devolvieron 1.011,52 en mi cuenta de mercado pago ...cuando pregunto que paso al vendedor de azone Dario nro 1133339999 me dice que llegara al banco yo no tengo cuenta bancaria pague con tarjeta NARANJA ..me contesta con evasivas no explica nada ..",negative,negative
Tiene defectos/roto y el óvalo de ford es de otroc Más o menos tiene defectos y roto,negative,negative
Muy malo Es lo peor que he comprado en ML ademas son daltonicos ya que me enviaron color violeta en lugar del que pedi y la tela no sirve ni para trapo de piso no recomendable .,negative,negative
"Excelente Perfecto, es lo que esperaba...",positive,positive
"Mala calidad La calidad del producto es acorde al precio, es barato y se ve barato, cada vez que quiero usarlo con mi teléfono se me cae, es muy blando el plástico con el que está hecho , sin mencionar q no me lo enviaron en color negro sino en un turquesa bastante feo. Por el valor del producto no me sorprende que no sea de buena calidad, pero en la foto se ve mucho más firme de lo que es en realidad. No permite poner el celular en modo vertical para sacar las fotos, solo horizontal (apaisadas).",negative,negative
"Derrame de facha! Están geniales! Me quedaron un poco apretadas pero eso fue por error mio de pedir un talle muy justo. Excelentes en calidad y precio. El color es lo mejor, por dentro son super cómodas. Recuerden pedir al menos medio talle más para que no les suceda lo mismo que a mi.",positive,positive
Bueno Acorde con el precio y calidad buen producto,positive,positive
Buena Lo que buscaba en precio y calidad,negative,positive
"Excelente Muy buenas zapatillas, sirven mucho para lo que fueron construidas, o sea, estar cómodos al correr minimizando el impacto que produce lesiones.",positive,positive
No es resistente o vino fallado Se rompió al primer uso. no lo recomiendo.  No pudo resistir un nene de 2 años y no tiró con fuerza como para romperlo.,negative,negative
Muy buena calidad Muy buena calidad. Es más firme de lo que se ve en la foto.,positive,positive
Se rompen enseguida Pensé que iban hacer de mejor calidad.,negative,negative
Excelente lo recomiendo!! Muy buena predisposición respondió a todos los mensajes.,positive,positive
"Muy malo no es como de la foto no tiene rueditas . La publicación habla que viene con Balde Con sistema centrífugo para enjuagar con Filtro de Acero reforzado CON   RUEDITAs,pero es trucho y no viene con rueditas ,en la foto Mostra la parte donde va mopo de acero e viene un plástico trucho ,blandito .pelo precio ja Vi mellor.",negative,negative
Excelente Muy bueno. Es lo que quería por lo que pague,positive,positive
"recomendable muy buena , muy conforme.,me llego rápido y buen precio.",negative,positive
Pesimo vendedores No era lo que compré decía 8gb y mandaron una notbook de 4gb,negative,negative
Excelente Muy buena calidad y muy accesible..,negative,positive
Pobre Solo describe emociones...imagine que tenia estrategias o algo asi,negative,negative
"Excelente Muy buena calidad,! Me gusto mucho",positive,positive
"Estafa total No son UltraFire, es deshonesto publicar una foto de un producto y enviar otro que nada tiene que ver. No las recomiendo si buscas potencia y durabilidad ahora si ingenuamente creíste como quien escribe que podías safar, compralas pero... No te las recomiendo. El vendedor tiene que ser denunciado",negative,negative
Lo esperado Funcionaba bien y era compatible,positive,positive
"DESCONFORME TOTALMENTE, ME MANDARON UNA PORQUERIA! Nunca mas les compro nada!!!!! 1) el talle no es el que pedi. 2)la calidad es mala. 3) el dibujo nada que ver a lo que aparece  en la foto. No compro nunca mas. Desconforme totalmente.",negative,negative
muy buena Buen producto. Espero que se mantenga el precio asi puedo seguir comprando.,positive,positive
Muy malo la bateria no dura ni un dia y aveces se cambia la hora solo,negative,negative
