raw,rate,human_rate
"Malo No me dió resultado, me duró 24 hs y se rompió",negative,negative
Exelente Exelente calidad. Llegó en tiempo y forma.,positive,positive
"Buen producto, relacion precio-calidad Tal cual las fotos, un producto lindo, elegante y con buenas prestaciones para el precio publicado. Muy conforme con las jaulas, tanto la grande como la mas chica.",positive,positive
"Muy bueno Bueno.. por se principiante en el tema,.. solo se me rompió el pincel pero nose si fue por el mal uso.",positive,positive
Excelente Excelente relación precio calidad,positive,positive
Muy malo Exelente producto .llegó a tiempo .lo recomiendo,negative,positive
"Buen audio! Lindo audio! Tuve unos sentey que no me duraron ni seis meses, vamos a ver estos que tal",positive,positive
"excelente funciona excelente, cumplió con mis expectativas.",positive,positive
"excelente excelente producto, recomendable.",positive,positive
"mmm Bueno , es y no es .. No creo que tenga 300 mts son rollitos mas bien de 150 mts a 200 y no es bien blanco , pero el precio es bueno",negative,negative
"Excelente Es lo que necesitamos, muy bueno",positive,positive
Muy caros y poca duración Muy caros con poco contenido. ..................................................................................hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,negative,negative
"Malo Es una estación de aspecto muy moderno. Lamentablemente no cuenta con la posibilidad de ajustar el barómetro con respecto a la altura sobre el nivel del mar donde uno se encuentra, lo que se traduce en lecturas de presion erroneas e iconos de pronostico  del tiempo que no corresponden.  La función temperatura, humedad, reloj, y fase lunar si funcionan bien. Adquiri la WS1200 y esta SI permite hacer el ajuste. Veremos como evoluciona atraves del tiempo.",negative,negative
Excelente Era el repuesto correcto ningún problema muy buena calidad,positive,positive
"Muy malo la verdad muy malo el producto.Hice el descargo y me tuvieron un mes a las vueltas y no me solucionaron el problema, se despegó y se quemaron los leds a los 2 meses de uso, estaban re bien intaladados pero según los fabricantes fué mi culpa y me trataron de muy mala manera, espero les sirva mi experiencia para no caer aquí!!!",negative,negative
Excelente De buena calidad ...excelente me encantaron,negative,positive
"Linda, pero pesada y moja todo La muñeca muy linda, pero muy pesada y si tiene agua no hay q dejarla acostada boca arriba xq pierde y se le moja toda la ropa.",negative,negative
Excelente producto Excelente producto. Tiene un gran agarre al vidrio con la camara puesta y el el auto en movimiento. Totalmente satisfecho.,positive,positive
Malo No cumplió mis expectativas.¡.,negative,negative
"muy bueno muy bueno, como detalle la forma de los 2 dedos son muy grandes para mi mano  llego en tiempo y forma",positive,positive
"Buenisima Genial la tela! El color, la te textura la verdad que de diez!",positive,positive
Excelente Excelente. No es una copia sino d la editorial. Muy recomendable,positive,positive
"muy ,buena  , la mascara es buena ,ya tengo  otras ,por eso compre la misma ,lo unico que note que vino de inferior calidad la tapa rosca del filtro ,vino mas chica tuve que utilizar  la vieja tapa. lo demas todo bien .",positive,positive
Solo funcionó una vez Use el medidor de ph solo una vez y no funciono más.muy decepcionado,negative,negative
"Excelente!!! Excelente, buena tela y es el color que buscaba.",positive,positive
Confortablezzzzz Excelente!!! Tiene un poco de olor pero supongo q pronto se irá,positive,positive
"No es original, no tiene 12 meses de garantía.MALO El producto no es original y no cumplen con los 12 meses de garantía. Pesimo",negative,negative
Hermosos Excelente producto y hermosa presentación,positive,positive
Llego antes de lo previsto Muy bien producto. Excelente calidad,positive,positive
"Pésimo Horrible, pésima calidad. Un engaño. La foto no tiene nada que ver,  no lo recomiendo.",negative,negative
Malo la mitad de las pulseras no funcionaron. Se falsea el boton de prender,negative,negative
"Excelentes Son exactamente lo que necesitaba, para la ciudad y para el campo son excelentes.",positive,positive
Excelente Es esplendida me es súper útil ...cómoda y segura...gracias,positive,positive
"Les falta imanes El producto es lindo. Pero traen solo un pequeño iman y la mayoría de las letras terminan dadas vuelta, porq el iman está abajo. Tuve q comprar iman adhesivo y agregarles",negative,negative
"Una B0sta No lo recomiendo para nada.  tardo mas de una semana en despachar el producto.  lo comepe el 1 de agosto y llego recien hoy, la tablet no funciona bien. Youtube anda super lento. Todos los sistemas andan mas que lentos. Pagar casi $4.000 y que no funcione siendo una marca lider, la verdad super decepcionado. Conclucion una porqueria no se los recomiendo ni en 100 años.",negative,negative
Excelente calidad de producto!!! Excelente calidad!!! altamente recomendables! muy conforme con el producto!!! Anibal de Neuquén.,positive,positive
Muy buena recibido en tiempo y forma Muy buena atencion lo recibi en tiempo y forma,positive,positive
MALA CALIDAD MALA!! POCA POTENCIA LAS VARILLAS NO LLEGAN AM FONDO DEL BOL Y SE ME QUEMO EN 2 MESES ES DE MUY MALA CALIDAD,negative,negative
"Deberian mandar lo q uno pide Esa es la campera q yo pedi la de la imagen, pero mandaron cualquier cosa. No me gusto",negative,negative
00 Me vino fallada y no me devuelven una nueva,negative,negative
Muy malo Malísimo... la segunda vez que lo use se rompió el gatillo del rociador ....compre dos; a mi madre le empezó a perder agua por abajo....,negative,negative
La compra bien . El producto malo Se me rompió al 2 día de uso . Se parte el plástico,negative,negative
Lo recomiendo Excelente. Realmente de calidad y muy buena confección.,positive,positive
"Malo No tiene buena terminación,  me llegó descosido el interior de uno de los bolsillos",negative,negative
Muy malo No me funciona el control remoto y no me dieron ninguna respuesta ni solución,negative,negative
"Calidad y sabor no tan buenos. Son cápsulas de café de regular calidad, y fluyen muy lento en la máquina pudiendo causar riesgo de daño en la bomba de la misma.",negative,negative
"Excelente Excelente producto, color, calidad, todo perfecto, tal cual la foto.",positive,positive
Malo compren el que viene los dos en uno solo aparato,negative,negative
"Genial Es lo que esperaba, funciona muy bien. Fácil de calibrar, genial!!! Me encantó :-) lo recomiendo...",positive,positive
No lo recomiendo No es nada como lo esperaba! El cierre se rompió apenas lo abri.. y no vino con el porta mamaderas térmico.,negative,negative
"Muy bueno Muy bueno! Buena memoria, buena velocidad, excelentes imágenes, muy buen sonido.",positive,positive
Estaba vencido el producto El producto es muy bueno. Pero las botellas que me enviaron estaban vencidas.,negative,negative
buen producto producto de buena calidad muy recomendable,positive,positive
"excelente excelente todo, todo rapido y muy buenas zapatillas",positive,positive
No recomendable Mucho ruido un ruida de perdida que no lo hace con otro ecualuzador . Lo probe con otra marca y nada que ver,negative,negative
"No lo recomiendo. Tiene un corte muy raro, muy apretado desde la rodilla hacia abajo y muy suelto desde la rodillas hacia arriba. La tela es un acetato fino, transparente. Nada que ver como sale en la foto. O bien me encajaron otro modelo. No lo recomiendo.",negative,negative
"Malo me llego a tiempo, es un buen producto , pero uno de los apliques me llego quebrado",negative,negative
Súper recomendable para emprendedor Muy bueno. Y de mucho beneficios para las ventas,positive,positive
"Muy bueno MUY BUENO, BUENA VELOCIDAD DE PROCESAMIENTO Y CAPACIDAD DE ALMACENAMIENTO Y LO MEJOR DE TODO, LA CÁMARA! SE ADAPTA A LA ELECCIÓN PERSONAL DE FUNCIONES Y APPS, LO RECOMIENDO",positive,positive
Excelente Muy bueno!! Cumplió mis espectativas...,positive,positive
Excelente Muy buen producto. Lo recomiendo.,positive,positive
Genial me gusto muchoo la calidad de la funda .... Muy buena calidad. Muchisimas gracias por poder confiar en usted,positive,positive
"NUNCA MÁS OFERTAS COMBINADAS Le doy una estrella porque es obligatorio poner algo...  Compré una oferta combinada (teléfono, por un lado y funda y vidrio por el otro) No advertí que se trataba de distintos proveedores.  Luego, me preguntaron por mensaje para qué modelo de teléfono eran la funda y el vidrio... Lo reiteré MOTO G5sPlus...  A los pocos días recibí el envío. Como era para un amigo, se lo entregué y me desentendí...  Cuando recibió el teléfono (de otro proveedor, diez días más tarde) comprobó que el vidrio NO ERA... al controlar la caja advertimos que se trataba de otro modelo (G5Plus)... Ya era tarde para quejarse.   Además, terminó pagando un ojo de la cara por un vidrio que consiguió en el mercado local por $120....",negative,negative
Muy buena relacion precio calidad Muy buena calidad!! Muy comodos.,positive,positive
"responsable excelente servicio, llego todo como acordamos. el producto llego en buenas condiciones.es como la imagen. buen tamaño y calidad de materiales, igual que las ruedas. el vendedor fue eficaz y sencillo.. sinceramente contento.",positive,positive
Los calcos muy malos Los calcos se despegan facilmente,negative,negative
Lindo Bueno no me meto pero bueno   Muy común,negative,positive
Muy bueno Buen producto. Rápida entrega,positive,positive
"Excelente Todo OK, tope de gama, muy buen producto",positive,positive
"Caro para lo que dura,pensé que era buen producto. Se rompió muy pronto el separador de silicona y el elástico del corrector se deshilacha",negative,negative
Excelente Muy buena calidad. Vendedor recomendable. El producto llegó rápido.,positive,positive
"Muy malo no era el color que se mostraba en la foto, nada que ver, me dijeron que era un error. malisimo te venden cualquier cosa",negative,negative
"ecxelente muy buen producto, cubrio las espectativas.",positive,positive
Excelente Muy bueno completamente recomendable,positive,positive
"Malo Las costuras son malas, se desarman, y el algodón es malisimo, muy disconforme.",negative,negative
Mala calidad la planta de abajo... Son lindas y de muy buena calidad la parte de arriba...la pésima calidad la goma de la planta ya q da la impresión q esta podrida como una goma....pensé q me iba a durar pero parece q no va a hacer así....mala compra en relación al precio.,negative,negative
