raw,rate
"Muy malo El producto bien ,tardaron mucho en mandarlas y no me contestaban cuando preguntaba",negative
Muy malo Muy linda pero los talles son chicos no me anduvo y eso q me tome las medidas,negative
Excelente Lindo lindo lindo lindo lindo lindo,positive
"Malo Nunca respondieron, publican y no atienden",negative
Buenas Muy buenas son lo que esperaba solo que son un poco grandes para mi.. de todas formas las recomiendo,positive
Decepcionado La batería no dura más de una hora y media. El sonido no es bueno.,negative
"Malo Esperaba mucho mas, poca fidelidad, poco rendimiento por el precio",negative
Excelente Excelente calidad y muy buena puntualidad,positive
"Muy bueno Muy bueno, tiene muy buen sonido, los mic perfecto y las luces le dan buena onda!",positive
"Malas Calidad de media a baja, las sabanas no tienen terminaciones en sus extremos, sin costuras finales que le den prolijidad.  Los extremos finalizan como finaliza el rollo de tela. La atención del local fue buena pero el producto no me gustó.",negative
"no es el de la foto, pero anda bien ya lo puse en el auto hace un par de dias, el producto es bueno pero no es el mismo que se muestra en la foto, el de la foto se ve que dice made in italy, en cambio el que me enviaron no dice donde fue fabricado, ni en el modulo ni en la caja, sin embargo anda bien en el r19",negative
Bueno Del medio elt iro es largo parece chupin cagado y cuando quise hacer el cambio me cobraban ambos envios. Tela y estampas muy buenas,positive
Incumplimiento de la oferta on line promocionada NO se permitió ABONAR un segundo pedido de compra (emitido por uds.) por no figurar en el sistema de pago de la entidad recaudadora.   NO RECIBÍ el regalo que promocionaba el comercio que figuraba en la oferta de venta on line de la pagina de MERCADO LIBRE observada por escrito al momento de la recepción en la oficina de Rawson del Correo Argentino.,negative
"Excelente Las cintas son geniales, de lsrga duración al aplicarlas pero en algunos casos hs dado alergia. Es algo q puede pasar",positive
Muy buenos vendedor Muy buen producto gracias por la ventana felicito al vendedor,positive
muy mala calidad nunca pude usar la pava debido al olor que larga cuando calienta el agua,negative
"Salvo por la falla de las costuras estaba bien Para decir solo que tenia una falla en las costuras hilos sueltos, me pidieron que les envíe una foto pero ya lo había arreglado porque era un regalo y no quería devolverlo es obvio que era una falla en la confección.",negative
"No es lo que esperaba una lastima Parece bueno, pero lo usé un par de meses para poder darme cuenta que no es tan fuerte como describen, lo uso para llevar a mí hijo de no más de 15 kilos al jardín y fue suficiente para que se destartale completamente ya tuve que hacer reparaciones e incluso modificaciones porque sino no lo puedo utilizar.",negative
Malísimo no recomendable Malísimo no da una sola vuelta sin descarrilarse es un lástima y lo tengo armado sobre una base sólida,negative
muy bueno la soldadora funciona muy bien y el producto llego en tiempo y en forma,positive
"Muy bueno excelente producto tal como en la foto , los auriculares medios incómodos pero por el precio del kit yo creo que esta bien teclado y mouse muy cómodos !",positive
"Excelente Excelente, muy buen producto.",positive
Perfecto Perfectas condiciones. Nuevo a estrenar tal como se ve en la foto  Buena comunicacion con el vendedor y predisposicion para diálogo,positive
INCOMPRABLE LO RECIBÍ Y YA NO FUNCIONABA.LO QUE ME DIÓ PAUTA DE SU CALIDAD,negative
Excelente precio Excelente precio y muy práctica la combinación de los productos del kit.,positive
Voy a poner a prueba los productos recibidos. Lo pongo 1 estrellas por que todavia no lo utilice a los productos que recibi solo por eso lo califico asi. Una vez que los utilice y prube pues calificare con las 5 estrellas,negative
La verdad malísimo la sopapa no es de buena calida La verdad malísimo una reverenda berga no se adhiere a la pared al azulejo a nada,negative
"Es eficaz aun en viviendas muy amplias Es un producto que ha simplificado mi modo de limpiar. Se ha convertido en aliado diario. Es totalmente funcional: basta un clic para encender y apagar; el receptáculo es de fácil limpieza.  Por sus dimensiones,resulta cómodo para guardarlo o ubicarlo en cualquier espacio de la casa.   Como dato importante, el cargador posee un cable  de 1,40 m (lo que facilita la conexión a tomas ubicados en altura).  Maravilloso producto y muy económico en relación con otras propuestas del mercado.",positive
No. resultó práctico No es lo que esperaba... calidad baja y poco práctico resultó en cuanto a optimizar el espacio en el auto,negative
"Muy bueno es un producto muy bueno, y aceptable su calidad y color.",positive
"Bien Todo bien, es elnproducto que pedi",positive
no era lo que esperaba los número de la hora no se ven correctamente y me resulta difícil de conectar,negative
"Excelente Es realmente lo que buscaba. Funcional y delicada. No suma mucho al grosor y mantiene protegido el Ipad. No he lanzado mi Ipad al suelo, porque la cuido mucho, así que no sé si es perfecta para todo tipo de accidentes, pero hasta el momento va muy bien.",positive
Mejorar Horrible no anda.es un producto que lo probamos y nunca anduvo,negative
"Safa, pensé que iba a ser otra cosa Safa, no es muy lindo.   Pensé que iba a ser otra cosa",negative
"La muñeca es excelente calidad, pero pierde agua La muñeca es excelente calidad pero la que me enviaron pierde agua por el botón en la parte trasera de la cabeza y se moja la ropa. Por lo tanto no podemos utilizarla con agua. Una pena.",negative
Malo Se rompió de la nada. Baje del auto y estaba roto. Una lástima.,negative
"Decepcionante No son como se ve en las fotos, el precio no es corte a la calidad",negative
"Lo recomiendo Excelente, el producto es original, muy bien embalado.",positive
"INCOGNITA DUDA    Quisiera saber cuando tiene la carga completa. Hasta ahora con los 4 Leds encendidos me duró 4 arranques. Considero que es poco, quizás el Cargador no funcione correctamente. Ahora lo tengo cargando  lo dejaré 5 horas para ver si es ese el problema.",negative
Excelente recibí el producto en buen estado y la batería funciona bien,positive
Malo No me convense  se va empesar a levantar unos vordes plasticos,negative
.................................................. Malísimo el producto .No recomendable hay imitaciones 100%mejores.................................................................................................................................................................................................................................................,negative
Excelente calidad Muy buena calidad y llego bien el envio,positive
"Eexcelente producto Los tenia de hace un año y los volví a comprar, los recomiendo 100 x 100. salen helados como los q compras!!",positive
"Muy malo no sirve para lo que fue hecho, no agarra la tuerca, solo agarra una tuerca sana.",negative
Excelente Es bueno. Sirve para cargar sin problemas,positive
"Bueno En relación precio y calidad, bastante bueno",positive
Muy Mala Muy malo. Vibra de tal forma que no se puede trabajar. De muy mala calidad,negative
Malo Demasiado grandes lentes muy oscuros. Y 15 días para llegar,negative
"Solo contestan si les conviene Compre una cosa y me enviaron otra más barata, ni siquiera respondieron o pidieron disculpas, solo se borraron",negative
"Perfecto!!! Anda perfecto! Me salvo ! Facil de instalar, ningun inconveniente",positive
Buena Bueno. Era lo que esperaba,negative
"Excelente lo que esperaba, totalmente recomendable",positive
Malo La horma no es correcta.ndkfnfnfnf,negative
"Buena Llegó en tiempo y forma, buena relación calidad y precio",positive
"Buen precio, calidad. Muy buena, hasta ahora no se trabaron las grampas y clava muy bien.",positive
Desastroso producto Un desastre no la compren no tiene un año y ya se quemó el motor ..no lo vale,negative
"Excelente Muy bueno. Era lo que esperaba. Muy buen precio. Tiene llave de corte para mate o para café, eso es muy práctico.",positive
"EXCELENTE FUNCIONA MUY BIEN, SILENCIOSO Y BUENA REGULACIÓN",positive
Mala Compre 2 discos d 2 tb. Hace no mas d 2 semanas. 1 d esos me dejo d funcionar. Trato de comunicarme con el vendedor pero no le responde x la garantia. Primera vez q tengo problemas con una compra d mercado libre,negative
"Horrible La compre hace 2 meses, ya no funciona para nada, lamentable para el precio",negative
Excelente Muy prácticos y de buena calidad,positive
no me sirvió!!! Me llego el producto en tiempo y forma. pero no me sirve el sello no se adiere al esmalte de stamping  x lo tanto no me toma la figura de las placas.,negative
"Excelente Es HERMOSA , tamaño ideal para las niñas , los accesorios acorde al tamaño     de  la muñeca.muy recomendable.",positive
"excelente excelente mather, todo tal cual la descripción",positive
todo perfecto el producto es lo que esperaba y llego rapido..,positive
"No cumple su principal función. Es un reloj económico, pero una de sus principales funciones no las cumple para nada. El reloj siempre marca un promedio de 80 pulsaciones, por más que tenga 100, o 120. El resto de las funciones andan más o menos bien.",negative
Decepcionante y trucho El producto no es original!!!!!,negative
"Un producto accesible,pero regular Sinceramente no sabía,que la mayoría de la piezas estaban construidas en mayor parte de «plástico»,lo cual lo hace muy frágil al momento de recibir un impacto...pero bueno,con lo accesible que es el PRECIO no se puede pedir mejores prestaciones...o es PRECIO o es CALIDAD, no se puede tener ambas cosas,ESPERO NO OFENDER a nadie con mí comentario,solo es mí simple opinión",negative
Caro Demasiado caro para algo tan chiquito,negative
Excelente Claro y didáctico.. sirve para principiantes,positive
"No es MAGNETICA No es muy magnética que digamos. Los marcadores con iman se caen, si quieres una pizarra magnética, no compres esta!!!!!!",negative
Excelente Nos vino re bien. Muchas gracias!,positive
"Motorola ya no es lo que era El celular es pésimo, por ahorrar unos pesos me clavé como papa. Es lentisimo se traba, le puse una sd de 16gb y ni aún así mejoró. Espero poder cambiarlo pronto así lo agarró a patadas y salto sobre el",negative
"Excelente hermosos, se ven tal cual las imagenes",positive
"Bueno Todo bien, según lo pactado sin ningún problema.",positive
Muy bueno. Buen producto. Lo probé con discos de PC y de notebook y funcionó perfecto.,positive
Muy buena Para arrancar es excelente. Ligera y facil de llevar.,positive
Excelente todo bien... buen producto en relación con el precio... muy atento y recomendable,positive
