raw,rate
"Excelente producto. El producto en sí, funciona genial y muy bien.  Es una linda creación.  El tema es el recetario, aún no le encontré la vuelta a las recetas, no por los ingredientes sino por el tiempo en el que tenés de voltear el aparato para darle la forma redonda a los cake pops.  Por el momento no me salen completamente redondos, pero estimo que es cuestión de salir del recetario y hacer un par de pruebas por mi cuenta.",positive
Malo Sin fragancia.... No se siente.... Es agua...,negative
Excelente Excelente producto. Estamos muy conformes,positive
Malisimo Malismas !!! Se me rompieron 2 sillas ' la primera me la cambiaron me la mandaron con unos fierros abajo que es como te tenian que haber venido ! Despues mi marifo pidio el juego de para poder reforzar las otras 5 y le dijieron que no !  NUNCA MAS  LAMENTO LA PLATA QUE GASTE,negative
Muy malo No es efectivo! Hace 3 semanas que lo tomo  y nada....Aun comienfo menos...,negative
No recomendada Funcionaba muy bien. Solo q a los meses empezó a quemar las tazas y dar error.,negative
Muy malo Malo. Tuve que hacerle una adaptación con cinta bifaz para que queden unos espacios con relieve donde se quede trabada la tablet para que se sostenga ya que sino se cae. La foto del producto muestra que lo tiene pero el producto real no es así.,negative
malo mas o  menos la caracterizacion no estaba parecido,negative
"Muy buen producto - Mal la empresa El producto es realmente de muy buena calidad! Salvo por un tornillo de fijación que vino con la ranura cruz del Phillip cerrada y no se podía atornillar bien, la calidad en sí del acero se ve que es muy buena y tiene muy buena terminación. Lástima la empresa que no tiene muchas ganas de cuidar a los clientes y no nos brinda ninguna solución efectiva a los requerimientos nuestros como clientes / usuarios cuando nos surge alguna situación / inconveniente. Todo se podría resolver mucho más fácil si hubiera voluntad y la verdad es que la empresa Decoracc o le falta tacto o directamente no la tiene...",negative
"0 Mala calidad, se rompió apenas lo arme, y es súper chiquitita.. Nada ke ver con su vendedor... Exelente gente.",negative
"Un desastre Tarda mucho en conectarse, el control remoto es horrible, las apps son limitadas y lentas. La pantalla parece un espejo, refleja muchisimo. Y se cuelga cada rato. No la compren",negative
"Excelente camiseta de la URSS!! Excelente calidad, queda de 10. Sin lugar a dudas recomiendo a cualquiera que quiera comprar la camiseta que lo haga sin dudar.",positive
no debería existir en el mercado me arrepiento totalmente de la compra,negative
"Malísimo El producto es malo, no es del tamaño adecuado para la pantalla del mi band 4, le queda grande, por eso se hacen burbujas y cuando te pones la ropa roza el vidrio y se sale. No es vidrio protector, es una especie de film muy débil. No compren esta basura.",negative
Pproducto muy recomendable. Muy bien. Por ahora ningún problema. Conforme de acuerdo a lo que esperaba,positive
"Bueno Buena relación precio, calidad. Si el cable fuera mas grueso serian perfectos",positive
Buen producto Producto bueno. Tuve que coser algunos elasticos nuevos. Pero despues quedo excelente en el auto.,positive
Malo Buenos días muy buen producto.  Lo recomiendo que compren,negative
Excelente Excelente producto muy recomendable gracias,positive
"Muy prolijos con el despacho Muy linda bici, buena relación entre precio y calidad",positive
Buena relación precio calidad! Bueno podría haber venido con algún folleto pero una vez armado muy lindo y resistente,positive
"Muy buena transacción! Muy buenas, excelente calidad, color y tamaño esperados",positive
"Malo , roto Estaba roto , y se notaba que no fue en el transporte por qué estaba muy bien embalado pero rayado , lo termine arreglando con la gotita , le mandé un mensaje al vendedor nunca me contestó",negative
"Una joya de la divulgación Excelente, muy recomendado, uno de los mejores libros de divulgación filosófica.",positive
"Mala, no funciona llego y no funciona,          .           .",negative
Muy bueno!!! Todo muy lindo como lo publicado!!!! Lo probaremos en diciembre,positive
excelente de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez de diez,positive
Excelente EXCELENTE PRODUCTO. MATERIAL DE PRIMERA CALIDAD.  RECOMENDABLE POR PRECIO Y CALIDAD,positive
PROUCTO MALO El producto no reúne las características que la marca propone ( DEFECTOS EN EL RELLENO ) y ADEMAS el vendedor no responde por ello .MALA ATENCION .,negative
"Malo Casi no calienta, no recomiendo",negative
De 10 Excelente todo perfecto funcionando,positive
"No lo recomiendo son imitación Se deteriora las puntas del calzado, no son originales, mala calidad de imitación, y por el precio se consigue mejor calidad, no lo recomiendo",negative
"Excelente Excelente producto , muy buena calidad",positive
Muy malo No lo lo reconoce la computadora como puerto serial. No me funcionó,negative
"Muy malo Funciona muy bien, pero NO es ORIGINAL.",negative
"Exelente Exelente atención, muy amables. Rápido despacho y exelente calidad el producto.",positive
"EXCELENTE EL PRODUCTO FUE LO QUE ESPERABA, MUY COMODAS, 100% RECOMENDABLES. ENTREGA A TIEMPO Y FORMA.",positive
"Excelente Todo prefecto, se entrego y envio en tiempo y forma.",positive
"MUY COMODAS . RECOMIENDO Muy buenas zapatillas , super recomendable. Me quedaron muy bien sin ninguna queja. Primera vez que compro sin cordones , ese sistema que tiene me libra de andar atandome las zapatillas. Para los que corremos o los que andan en bicicleta espectacular el sistema. Todo perfecto.   Muy atento gracias.",positive
Me estafaron Dice que tiene dvi pero sólo tiene vga y hdmi. Te ofrecen un producto que no es. Y cuando reclamas te clavan el visto. NO COMPREN!,negative
Decepcionada La verdad decepcionada . Compre para tener 12 colores distintos . Vinieron 2 repetidos y 1 vencido . Hice el reclamó y nunca me contestaron .,negative
Mejorable Producto regular para el precio. Podría ser mejor-.        ................................................................................................................................................,positive
exelente rapido y buen precio color azul fino liviano material bueno muy linda fotos es rapido en internet  y dura bastante la bateria,positive
"Excelente Genial lo que esperaba, los materiales son tal cual se describen en la publicacion.   y llego en tiempo y forma",positive
"Muy bueno Muy bueno, nuevo, original, era lo q esperaba, llegi rapidisimo",positive
Muy buen De diez muy buen producto conforme lo la utilización,negative
"Acorde Por el precio está bien, el sonido es normal. Aunque es acordé al precio y al ser auriculares gama baja, si solo querés escuchar el juego y hablar con tus compis va de 10",positive
"Oxidado y con olor. El fondo me vino con óxido y tiene un fuerte olor a plástico el agua, no se de donde viene pero lo lavé varias veces y herví agua, logré que bajara un poco pero el olor a plástico sigue presente y ni hablar de óxido.",negative
Muy bueno Muy lindo.Es firme.Se asemeja al de la foto,positive
"Excelente Reparacion de una heladera, nadie podia dar con la falla, el lo soluciono en una hora. Lo recomiendo gracias!!!",positive
Excelentes!!! Excelente calidad! Muy buen producto.,positive
Muy bueno Excelente producto. Buenos materiales. Perfectas terminaciones. Cumple con el estándar requerido por todas las empresas de vuelos. Cómodo y práctico.,positive
"Muy buen producto Excelente precio. El producto es exactamente lo que esperaba, y alumbran muy bien!.",positive
"Muy amable y responsable Muy confiable, sin problema ya es el 4 que compró",positive
Excelente rápido y en buen funcionamiento  Recomen Excelente y en tiempo y forma muy recomendable muy buen producto,positive
"NO RECOMENDABLE una cagada hace una semana tuve que devolver el modulo porque tenia una falla y todavia no me hacen el reintegro del dinero, una semana ha pasado. NO RECOMENDABLE",negative
excelente excelente atencion y el producto,positive
"Use una batería y l otra no me sirve No es lo que decían, nada de teflon",negative
"Excelente Muy satisfecho con el producto, muy buena atención del vendedor e inmediato envió agradecido con el servicio",positive
"No es el de la foto , bastante pobre Poco tupido , se puede ver todo del otro lado , esperaba algo de mejor calidad",negative
Muy bueno El pie va apretado . El para pies finitos,positive
"No me sirvio para mi auto No me sirvio, mi auto es modelo 2006 y queda grande.",negative
Mala Calidad. No los recomiendo!Ruidosos al frenar Kit de muy mala calidad. Las pastillas son muy duras y dañan los Discos. El ruido al frenar es insoportable. No los recomiendo para nada! El mecánico me recomendó cambiarlos,negative
A Me encanta es re útil y no ocupa mucho lugar,positive
"Buena calidad de imagen La calidad de la pantalla es buena, solo le faltaría que el producto venga con pegamento a los borde, Ya que no trae y se complica al momento de colocarlo. Despues del resto es muy lindo",negative
Bbuen producto...me compraría otro Muy bueno para el precio...cómodo y confortable...buena calidad para el precio,positive
Muy malo No nos sirvió. No dio ningún resultado pese a seguir todas las instrucciones.,negative
"decepcionado a medias! cumple con lo que dice, los juegos están geniales,pero la calidad de los controles es mala y el hecho de que no se pueda usar con cartuchos ,hacen que baje su calidad...solo tendrás esos 60 juegos!!!",negative
"Excelente Excelente la atención, reparo mi gafa no frost que no enfriaba abajo, tenia muchas cosas en la heladera que tenia temor que se me pudriera. Vinieron rapido y lo solucionaron en el día, genial.",positive
Mmaquina robusta y versátil Excelente compra. Todo en tiempo y forma.,positive
"Rrecomendable Todo muy bien, excelente producto",positive
"Malo NO PRESENTA VENTAJA SOBRE EL TRADICIONAL CORTE A CUCHILLO, QUE PUEDE AFILARSE DURANDO MUCHO MÁS... ADEMÁS  OCUPA MÁS LUGAR, NO CORTA VEGETALES CON DUREZA SIMILAR A LA ZANAHORIA, ETC... EN SUMA, NO ES LO QUE MUESTRA LA TV....",negative
Excelente Exelente relación precio-calidad. Calzo bien en el auto...,positive
Excelente muy buen producto lo recomiendo muy confiable,positive
"En conclusión pésimas. Voy a comunicarme vendedor Pésimo, mala terminaciones no vinieron los ganchos para sujetar las fundas para el Peugeot son chicas, y para el gol recién mañana las van a colocar y sabré si las medidas son las correctas.",negative
"El jostick no es original no anda el sixaxis y no es original no me lo toma en la pc,no puedo jugar a estos juegos  the last of us, theavy rain, beyond two souls etc y no tengo problemas con el cable",negative
"Muy malo Muy mala calidad, no duró 2 semanas",negative
"guitarra e amplificador el modelo que publican es la que compré, es excelente. 10 punto para conjunto",positive
. Lo compre hace menos de un mes y ya me dejo de andar donde lo tengo que enviar para la garantía?,negative
Excelente Excelente producto! Muy buena variedad de funciones. Justo lo que necesitaba !,positive
Quiero cambiarlo se le rompió el carga de pin Se le rompió una sola ves lo uso y  quiero cambiarlo me salió caro xq era para una señora de regalo como puedo hacer x favor se los pido gracias espero su contestación,negative
No recomiendo gastar plata en esto. Son unas mogul sofisticadas y caras... no veo que tengan nada distinto a las gomitas del kiosco. Ni en cuanto a componentes ni formulación.,negative
Bien Perfecto. Es lo que necesitaba. Muchas Gracias,positive
