RATE,TITLE,CONTENT
3,Bueno,"Muy buen precio, pero se desperdician muchos x el pegamento. Lo muy malo es el pegamento! Una lástima! La calidad del papel es buena y es delgado, pero se desarma x el pegamento. Otra cosa en contra es el formato del envase... No entran en las cigarreras."
3,Medio pelo,Es todo de plástico   Te engaña la foto
3,Bien,"Estan bien, aunque algunas estan marcadas"
3,Bueno,"El producto es bueno y el vendedor muy amable, lo unico malo es que al retirar no habia todos los modelos que me confirmaron cuando preg antes de ofertar"
3,Bueno,No la probé todo vía pero bien
3,Bueno,Aceptable por el precio aunque aparentaba menos frágil de lo que puedo apreciar al tenerlo. Cumple la función.
3,Bueno,Llegó en tiempo. Uno tenía una ficha fallada
3,Muy bueno lo recomiendo,"Excelente, llego en tiempo y forma."
3,Buena imagen pésima interfaz,No tiene tienda de Aplicaciónes
3,buen precio y exelente calidad,exelente calidad del papel y rapido el tiempo de entrega
3,Bueno,"El yoyo es lindo, sube y baja lindo.  El hilo no creo que dure mucho pero se puede cambiar. La calcomania queda linda aunque si fuera más pequeña quedaría mas prolija. Lo importante es que a los chicos les gustó. Pero esperaba otra cosa."
3,luces,"todo bien,me gusto muy bonito quedo"
3,Incómodas y muy caras. Pero me gustan,Son facheras pero te revientan los pies al principio. Muy caras pero es mas un fetiche que otra cosa.
3,Bueno,todo bien talle color conforme con la compra
3,No es lo que esperaba,Es linda... pero crei que era más grande. Me pareció un poco cara para lo que es la muñeca en si ..
3,No quede tan satisfecho,El producto no es como esperaba...la calidad no es tan buena...
3,Bueno,"El pack es bueno, pero me imaginaba los juegos un poco más grandes"
3,Regular,"El teléfono estéticamente de 10 en cuanto almacenamiento interno malísimo,,,tenes que borrar cada 2x3 para liberar la memoria,,,, le  puse una memoria de 4g y no me permite configurar,,,,"
3,Bueno,"realmente no me sirvieron.¿, porque se me quemaron los tranfor.de 12v.  no las pude usar."
3,Precaución al comprar.,"A pesar de haber consultado previamente las pastillas no son del modelo de mi auto. Contacte al vendedor y le plantee el cambio, me respondio una vez y luego no me contesto mas. No tiene telefono de contacto y no se como realizar el cambio. El servicio post venta un desastre."
3,Todo bien,Bueno... Todo normal... Es confiable
3,Aceptable,"No están marcados para cortar como dice la publicación, hay que cortarlos a ojo con tijera. Y el pegamento que le ponen en la etiqueta rompe la tela y te hace perder unos buenos centímetros."
3,Bueno,Funciona bien pero le faltaria control de volumen. Suena fuerrrrrrtisimo. Pero bueno eso deberia quejarme en china y el timbre sale barato y funca.
3,aparato con pocas opciones,"es bastante limitado, no tiene redial, no tiene manos libres, y tampoco muchas opciones para el volumen tanto de la campanita como del auricular."
3,Bueno,"Es bueno para días de mediano frío y espacios chicos, para días menores a 5 grados es un poco corto."
3,Bueno,Muy bueno! Muy recomendable!
3,Bueno,"la moldura es buena, lo que es malo es la cinta doblefaz."
3,exelente recupere mi taladro,buen material se nota que recibe un poco menos de carga que la original pero no deja de ser muy buena
3,no es lo que esperaba,"no es el mismo material que se ve en  la foto, en la foto se ve un diseño mas elaborado con una mejor terminacion"
3,Bueno,"BIEN, ERA LO QUE ESPERABA... LA BOLSA DE TRANSPORTE PODRÍA SER DE UNA MEJOR CALIDAD"
3,Bastante regular no sirven los adhesivos,Regular la calidad y el calce. Los pegamentos no sirven se salen a los días y te queda todo suelto. Mucho que mejorar
3,aceptable,Bueno relacion  entre calidad y precio!
3,cortinas económicas,"Este comentario corresponda a la cortina: screen. Por el precio está bien (no muy bien). son cortinas comunes, con terminación regular. Las chapas son color metal, no pintadas. Las piezas de plástico tienen rebabas, sobrantes que las tiene que sacar uno mismo con un cutter o similar. Uno de los tubos metálicos de las cortinas vino mal cortado, irregular y se mueve la ruedita para los costados. La publicación no muestra las cortinas con claridad, eso me parece algo engañoso. El contrapeso es un fierrito que queda envuelto por la misma cortina. Trae documentación de cómo instalarla. El envío se atrasó unos días y la parte de bs as me pareció bastante informal: que la camioneta se me rompío y cosas así"
3,No era lo que pedí,Me enviaron sin cadena y algunas nada más con.
3,Básico,Como todo lo chino básico y al límite
3,bueno,esta bueno pero la aplicacion de netflix no se puede usar bien y la navegacion con el control no es buena.
3,Bueno,yo diría que no es un polvo guau por el precio
3,Lindos,Hola... Me gustaron los set d spa solo que pense que eran un poco mas grandes.
3,Ok,Funcional ! Buena relación calidad precio
3,Buena pero cambie la flor.,"Es hermosa, pero, tira muy separada el agua, tendria que tener mas agujeritos en el medio!"
3,Buen disco,Es lo esperado. Funciona bien. Todo bien segun lo pactado
3,Muy buena atencion,"Son talles chicos, como dice la publicacion"
3,"Funcionales,lindas y buena relación precio calidad","Son muy lindas! El único detalle es que tienen algunas fallitas, tienen un par de pequeños desgarros en la tela. Son pequeños pero son fallitas que quizás ameritarian un cambio,pero como las necesito y no son tan visibles las voy a conservar. Aclaro que es difícil que el vendedor haya podido saber de la existencia de estas fallitas, ya que vienen empaquetadas y dobladas y entiendo que así las ha recibido de fábrica. Gracias."
3,No fue lo publicado,No fue lo q esperaba me llegó un producto diferente a lo publicado
3,Bueno,"El material bien tanto el de las mancuernas como el de los discos, el único gran problema es que los discos se pasan del tope de la mancuerna, no sé si los discos tienen el orificio más grande o el tope de la barra es chico, la cuestión es que los discos se pasan de un lado a otro. Les hice soldar unas piezas para poder usarlas bien."
3,satisfecho,No es lo que esperaba pero dentro de todo muy buen producto. Llego bien y sin inconvenientes.
3,Bueno,"Es muy bueno, lastima que solo se puede usar a través del celular.  Pero el producto excelente."
3,Bueno,Conforme y espero lograr mayores resultados con estos productos !!!
3,Rencomendado!!!,Muy buen alarge y funciona perfectamente bien
3,Bueno,Los globos vinieron resecos y se revientan. El embudo no encaja en la base y las pelotitas se escapan por los agujeros. El producto es regular
3,Bueno,esta bueno ... tal vez el sistema es un poco complicado para en mi caso los conejos... pero esta bueno igual gracias
3,recomendado,"todo muy bien ,es lo que esperaba"
3,Hermoso pero caliente,"Lindo gabinete pero es muy cerrado,  poco refrigerado. En mi caso no funciona bien el control de velocidad de los ventiladores. El RGB es fantástico."
3,Buena Almohada,"Buena almohada, confortable y con suave aroma. La superficie multipuntual (semiesferas masajeadoras) nada que ver con la foto, son casi inexistentes y no se sienten para nada: esto es lo único malo del producto"
3,,"Zafa pero no es de calidad, te das cuenta que no es original. No tiene etiqueta."
3,Regular,No tanto como lo que esperaba pero sirve..
3,Bueno,Si bien no es original del vehiculo esta bueno
3,Bueno,"el talle no es real, ya que yo soy talle 3, x las dudas pedí talle 5 ya que era para usar arriba de otra campera y me resulto chica"
3,Bueno,Son chicas xa ser xxl. Lindo material y colores muy bonitos.
3,Bueno,"quedaron bien, hacen juego con los colores de la moto. ta todo bien."
3,Buen producto recomendable!,La verdad me salió buena no lo esperaba cuando empecé a pintar no me gustó pero cuando seco queda muy lindo!!!
3,Basicas,Lindas pero de una calidad media
3,Bueno,"No es lo que esperaba, el motor regular y la cadena se desafila muy rapido es de rular para abajo la calidad"
3,Buena,Calidad buena la tapa no habré bien pero por el precio no se puede pedir más
3,Bueno,"No es el mismo que en la foto de la modelo y eso me desilusionó. Tiene otro escote, pero la calidad está bien."
3,todo correcto. producto identico a lo especificado,"buena relacion precio calidad. son los adecuados para la moto que buscaba. gracias. para ser alternativos bastante bien. mas aun teniendo en cuenta el precio de los originales, estos zafan bastante bien."
3,Bueno,"Excelente lo recomiendo,volveria a comprarlo"
3,Excelente producto,Excelente producto. Lastima el tamaño pero la calidad buena.
3,Bueno,"Aun no lo utilicé, ya veremos que tal es"
3,Bueno,"Buen producto pero luego de 5 meses me empezo a hacer un ruido y tuve q mandarla a la garantia,ahora estoy esperando"
3,Maso,Llego todo bien pero no aspira bien el polvo
3,Bueno,"Buen producto como todo Garmin, fácil de usar pero sumamente básico."
3,Bueno,"Se oxido enseguida, no se si lo volveria a comprar"
3,Práctico,"Es un equipo fácil de usar, es chico y práctico. Lo único que me decepcionó es que sale poco vapor... Esperaba otra cosa..."
3,Buena,"Es linda, pense que seria mejor pero zafa"
3,No la volveria a elegir.,"Pretendo no gastar demasiado y no hice negocio... Tuve antes dos Phillips,  muy buenos productos. La Daewoo contrasta por su baja calidad, su diseño... Me arrepentí"
3,Bueno,Está bien acordé al precio. Muy básico. No tiene el texto predictivo lo que lo hace no muy práctico.
3,Bien,Esta bien  para un uso moderado
3,Bueno,muy buen producto de muy buena calidad
3,Cambien por un envase no plástico,Riquisimo olor y crema. Creo que sería mejor si el envase no fuera de plástico.
3,Linda para alguien que no tiene que llevar mucho,La verdad esperaba otra cosa... es bonita pero para mi con poco espacio..
3,Buena,"Muy bueno  solo el color decía tostado y fue más claro ,calidad muy buena"
3,Bueno,Excelentes productos muy fáciles de utilizar
3,Correcta,Buena calidad acorde al precio y marca. Veremos que tiempo duran las gomas barriendo bien los vidrios.-
3,Muy linda para iniciación,La guitarra es muy linda!!! Lo único q la funda es muy finita como de tela de cebolla no proteje nada.
3,Bueno,Son buenas.. sólo para algunos lugares especiales
3,lindo lompa,"me quedo algo chico el talle con respecto a otros pantalones del mismo talle, pero bueno, es el riesgo de comprar ropa por internet sin probar, la calidad parece buena con respecto al precio, y visten bien."
3,Bueno,"El producto está bueno, vale la pena, por ahí pareciera que se queda sin bateria pero parese q se recupera solo no, y la imagen cuando grabas parece más vga"
3,Masomenos algunas se me gastaron  rapido otras ni,Masomenos algunas se me gastaron  rapido otras ni funcionaron
3,Juguete,"Funciona, el perro juega y luego de dos meses sigue intacta"
3,Safa,Se siente bien al tacto.pero no queda muy estético puesto.
3,Prenda muy comoda,"Le faltó un poco de tela, ya que es corto, tendría que haber variedad de talles"
3,Batería regular y driver linux mal.,"Buen diseño, la batería no dura mucho, yo uso linux UBUNTU, y tiene problemas con la configuración del adaptador de red inalámbrica, aun no he podido configurarlo. Para uso casero tranqui va bien. Nada más, hasta ahí nomás."
3,bueno!,muy bueno precio producto! conforme
3,Vino con una pequeña falla,Una sola vino con la piel de la punta fallada. Despues es lo que esperaba.
3,Bueno,Llegó en tiempo y forma suena distinta a la que tenía pero anda bien y es fácil de instalar
3,Fallas..todo su reves con una usada se salió todo,Vino todo du interior fallado..se despegó todo el borde interno y las tiras donde están las hebillas del revés se salió también  la tela que lo forra como si estuviera podrido..aclaro que solo las use una vez
3,Bueno,Le quedó un poco ajustado a chico el talle
3,Debería seguir consumiendo para ver resultados,El producto es lo que acordamos.... pero no he notado diferencia...
3,Todo bien,Todo perfecto.Lo que arreglamos se cumplió. Los tendré en cuenta
3,Regular cosas buenas y malass...,Producto aceptable pero le falta lubricacion de fabricaa.. para que sea mas ligeroo...
3,Bueno,"funciona bien, es como describe el vendedor"
3,Bien,Ok.
3,Bueno,El producto bueno pero las instrucciones en inglés y yo que no se inglés se complica hasta hoy no instale por eso.
3,Bueno,El producto estuvo bien. Pero la cantidad de ojos locos me pareció poca
3,Bueno,Hola llego en buen estado .en tiempoy forma muy bueno el producto
3,buen producto,"Algo chico, pero muy buena atención atención."
3,Todo bien recomendable,Bien. Todo a tiempo. Recomendable.
3,Lindas.,Prolijo pero muy frágiles . La entrega demoró un poco más de lo debido pero eso ya es problema de la empresa q se dedica a la entrega.
3,Muy bueno,Era lo que esperaba buen producto
3,Bueno,Están bien pero no son como otro que tuve
3,3/5,"lo uso hace aproximadamente 3 meses y no note ningun cambio considerable. tiene una textura super aceitosa, y despues de cada aplicacion me tenia que lavar las manos porque me las mancha de naranja. te queda la cara aceitosa por eso solo la uso por la noche. no creo que valga los 3k que sale, esperaba mas :/"
3,Bueno,"Es buena, sirve para salir del apuro, no es muy estable en cortes anchos, no es para grandes trabajos definitivamente."
3,Regular,No era lo que esperaba me lo imaginé de mejor calidad y presentación
3,Bueno,Muy buena calidad y confeccion.
3,No muy buenas,"No muy  bueno, el café dale muy aguado..no se, si es el café o la cafetera..pero con las cápsulas originales de primera..no entiendo..todo lo demás ok"
3,Bueno,"la funda de 10, el vidrio no llega a cubrir el borde, le debe quedar como 3 mm por lado"
3,Bueno,tiene poco en uso pero cumple bien
3,Bien,"Pedi un talle mas, del sugerido, me quedó justo e incluso algo chico al principio. No cede nada la tela. Lo demás bien"
3,Regular,Hola de todos los articulos del kid  no son buenas la tijera y la desmechadora lasdemas cosas bien
3,Buen producto. Buena estética. Ojo con el consumo.,"Buen producto. Estéticamente es muy atractivo. Las ruedas le dan un plus de practicidad. Para climatizar un ambiente muy pequeño cumple su función. Bajo consumo NO ES, independientemente de su función ECO. Es un buen complemento para usar de forma muy moderada."
3,Bueno,"Muy lindo, mis hijos quedaron muy contentos"
3,No tiene tanta potencia,"funciona bastante bien, pero la potencia del interruptor 2 al interruptor 3 parece la misma. pero para cosas sencillas y cotidianas responde bastante bien. aunque no la recomiendo para licuar hielo"
3,RECOMENDABLES PERO NO SON 3/4,"LAS MEDIAS SON DE MUY BUENA CALIDAD . EL PROBLEMA ES QUE EN LA PUBLICACION DICE QUE SON 3/4 .LAMENTABLEMENTE NO QUEDARON DE ESA MANERA. MAS BIEN SON TIPO SOQUETES . .EL PIE CALZA BIEN EL TEMA ESTA EN EL LARGO ,NO LLEGAN ABAJOO DE LA RODILLA. POR LO DEMAS TODO BIEN .LAS RECOMIENDO"
3,Buena compra.,Bueno. Color como se ve en la imagen y talle tal cual la descripción de la publicación. Buena compra con respecto precio producto.
3,MB PRODUCTO,"buen materia,resistente,MB potencia,color lo esperado MUY BUENA adquisicion"
3,Estaban en bolsitas de nylon...,"...por el precio que pagué hubiera querido que viniera con una caja de plástico que contuviera el juguete, por que vinieron envueltos en bolsitas, o sea que anda todo desparramado, teniendo en cuenta que son todas piezas chiquitas...   por lo demás siempre es muy buena la calidad del producto..."
3,"Cumple su función, sin sobrarle nada.","Una sábana. Bordes terminados de una forma extraña (por lo menos para mí), sin costura. Medida insuficiente para colchón de 1.40 * 1.90, que se supone debiera sobrar."
3,Bueno,precio calidad esta bien me parecio un poco liviano
3,Regular,"Por el precio está bien, parecía mejor, muy liviano, parece descartable y por el visor no se ve muy bien."
3,Bueno,Buen producto.  Es lo esperado. Cumple bien su función
3,Recomendable,Satisfecho muy lindo el producto
3,Bueno,No lo pude usar porque me quedaron grandes y no me las cambiaron ¡¡¡¡ no puedo opinar nada
3,Bueno,"Del juego de sábanas, la de abajo muy corta. No entra en colchón de 2 1/2 de las medidas del anuncio. No pude usarla. Acolchado bien. Cuando lave los productos les cuento sobre la calidad . Demora en la entrega."
3,Bueno,una de las memorias no funciona correctamente  y no se instala en el celular .hoy la lleve personalmente a la casa donde hice la compra y me dijeron que en 20 días tendrían una respuesta si me la cambian o no .la otra memoria esta perfecta .
3,Producto no recomendable,Producto malo no purifica el agua no tiene precion de salida de agua
3,Bueno,"Bueno, lindisimo el color, la terminacion es prolija, pero no es tan abrigado, en días de frio hay que agregar alguna frazadita mas."
3,Bueno,Lo use 10 dias... imposible manejar el cabello.. pero supongo que es un buen producto..
3,Bueno,TODO OK MUCHAS GRACIAS RECOMENDABLE VENDEDOR
3,Regular,Lo unico bueno que tiene es precio. La calidad es muy mala. El soporte no puede ajustarse correctamente.
3,Muy bueno,"Muy buen producto, era lo que esperaba!"
3,Buena,"Buen producto con acabados medios. Pintura base negra, no idéntica a la original. Cumple por el precio pero hay que trabajar para adaptarla al marco plastico."
3,Cumple su funcion,"Cómodas ,buen calce lindo color la relación precio calidad está bien"
3,Bueno!,"Compre dos bicicletas. La primera vino perfecta sin ningun detalle. La segunda vino con la llanta delantera un poco doblada y el cambio mal, cuando subia las velocidades me daba en los rayos. Respecto a la calidad del producto, para andar tranquilo en la ciudad esta bien, ahora si queres competir o exigirle mucho no lo recomiendo."
3,Producto regular,No está  mal pero aunque es económica esperaba que los anillitos pasa cordones aguantaran mas de 1 mes y las flechitas laterales también.    Podrian ser un poquito mas fuertes.
3,linda,tiene algún defecto pero linda.
3,Buen producto,Cumple con lo q dice la publicación
3,Bueno,"zapatillas de muy buena calidad, la calificación que estoy poniendo es porque resultaron un poco chicos con las medidas que dice el vendedor."
3,"Muy atenta ,cordial y súper predispuesta para pode","Bueno  ,en relación al precio ,lastima que no había el color que yo había elejido"
3,todo bien,todo bien llego a tiempo
3,Bueno,Bien relación precio calidad......
3,Producto regular,El top es perfecto y super lindo! Recomendable!!! La calza es super fina y muy transparente al ponerla se trasluce !!!! No recomiendo
3,Ok,Bel producto funciona bien. Llego a tiempo.
3,Bueno,Conforme con el producto.. buena calidad.
3,Bueno relacion precio calidad,Bueno relacion precio calidad.
3,Lindo,Me gustó pero el artículo dice hasta 30 kilos y me llegó hasta 20 y sin una tuerca que sostiene la rueda y el encastre del manubrio
3,Mas o menos,"Mas o menos, apenas lo apoyas se salta la pintura"
3,El sensor muy bueno y el vendedor mas que excelent,"Buen producto , simple y muy práctico"
3,Bueno,Muy bueno y firme el producto.. pero para mi tv led no me sirve ya que hay que tener en cuenta las distancias para ubicar los tornillos para sostener la tele.. Muchas veces no depende con solo leer que el soporte es para led 42..
3,Por el precio estan buenos.,"Son lo que mencionan, cables sin normalizar, de seccion muy pequeña, para conexiones sencillas.  La calidad podría ser mejor por el precio.    Vienen solamente crimpeados, sin soldadura, con lo que a la primera que los empezas a usar, se salen y tenes que soldarlos.  Los cocodrilos son pequeños, pero estan bien para el tipo de cable."
3,Zafa,"No se ajustaba a la descripción de la publicación, me llego un juego de 8a21mm cuando en la publicación decía de 10a24mm, justamente necesitaba el tubo grande, una lastima"
3,Bueno,aún no lo instale como para comentar que tal funciona
3,No me gusto baja muy poco!!,No me gusto apenas bajo 3cm!! Yo esperaba 4 a 5cm!!
3,La tela no es de buena calidad para ser de Adidas,"La tela es bastante finita. Especialmente la del pantalón, que tiene un poco de brillo. La campera está bien. No estoy del todo segura si es Adidas original o una buena imitación. Lo compré para mi hijo y lo va a usar, pero no me convenció..."
3,Bueno,"funciona perfectamente, casi parecido al original"
3,Bueno,Son mas chicas y la resistencia de la fuerte es equiparable a la mediana de otras marcas. Por el resto están bien.
3,Bueno,"Las cortinas estan bien, super prolijas y color hermoso. Solo que no oscurecen como esperaba."
3,Problema con el talle,"Algo chico para ser talle 90, la calidad muy buena lastima el talle parece menor a 90"
3,Bueno,"el motor es bueno,los accesorios no tanto pero anda bien,el precio es bueno"
3,Bueno,La verdad que bien pero la imagen no parecía tanta punta
3,Buen producto,"Buen producto, cumple su función correctamente"
3,Aprobada,"Por ser una impresora multifuncion para el hogar, para ser utilizada por los chicos para las tareas escolares, anda muy bien, imprime con una calidad aceptable, tanto en negro como en color."
3,Bueno,"Son lindas, bonitas, acordes al precio.   Pero son algo finitas.No estoy segura de que sean de 300 hilos, aunque lo dice el paquete."
3,Poco,"Regular muy liviano, le falta cuerpo"
3,Bueno y práctico,"Precio y calidad bueno, el mango es corto y se le suele salir la tapa de arriba. Pero era lo esperado"
3,Aprobado,"La Notebook esteticamente es muy linda, de muy buena calidad y funciona perfecto por ahora, para ser una compu de hogar, mas que nada para estudiar, anda muy bien."
3,Bueno,"Caja de chapas delgadas, tendría que tener más pulgadas."
3,Una merda,Una merda pinchada en un palo ....
3,Perfecto para su uso Caro para lo que entrega,Buena terminacion y calidad de sonido acorde a la funcion.
3,Bueno,"Estoy intentando aprender la cantidad necesaria para un litro de leche y la temperatura de la misma. Cuando consigo un resultado adecuado, tiene buen sabor y calidad. Que en verdad sea para 500 l. parece dificil de establecer, quizas 200 l apenas"
3,Bueno,Todavía no lo colocó pero es muy bueno
3,Bueno,"buen producto, resistente..............."
3,Es buen producto!!!,"El producto en si es bueno, solo es que a mí no me funciona el inalambleco, con cable funciona bien. Paro yo siempre digo, que si compras un producto tenes que usarlo con todo lo que trae, si no podes.. para que lo compras con tantos chiches o no? saludos!."
3,excelente proveedor,"todo ok, recomendable, rapido envio y buena calidad"
3,Bueno,Quedamos conformes con el producto.nos resulto muy practico
3,Buena!,"Buena relacion calidad/precio.  El conector mini usb està debilmente soldado a la plaqueta, y se me rompio en un abrir y cerrar de ojos. El vendedor no tiene idea de la palabra repuestos..., ni service...  Mientras me anduvo, fué buena."
3,Satisfactorio,Si bien la uso poco hasta ahora sin problemas
3,Regular,Regular no se adhiere con fuerza a la pantalla los bordes se van despegando . El envío fué rápido y la atención buena.
3,Bueno,"Muy bueno, funciona perfectamente, lo recomiendo."
3,Deberian copiarla mejor.,"Es muy parecida, pero no es exactamente igual. Y tuve q adaptar la ficha de uno de los focos xq no era la misma. Pasa desapercibida."
3,Bueno,Creí que era un poco más grande! Y algunos detalles son demasiado endebles. Por lo demás estamos muy contentos!
3,Bueno,Es un buen producto. Estoy conforme
3,Bien,"Medio pelo todo, por el precio, pense q era mejor"
3,Bueno,"Es de color blanco, tal cual el articulo, y resistente, muy bueno."
3,Pasable,Cumple pero es acorde al precio.
3,Bueno,"safa , tiene unas lineas marcadas que no me gustaron mucho, pero despues bien, no se achica ni nada por el estilo,"
3,Bueno,Es de buena calidad  bien   reforzado
3,Bueno,"las tengo de reserva, aun no las usé, Quiero suponer que son legítimas"
3,Economicas,Bastante bien con el precio tiene uno que otros defectos pero bien 7 puntos son comodas y el material parece bueno
3,Bueno,"Es simple y esta bueno, creo que por muy poca diferencia de costo se podría hacer un poco mas morrudo, es un material muy liviano, solo ese detalle, luego es correcto."
3,LINDOS Y ECONÓMICOS,LINDOS Y ECONÓMICOS. Lo malo que algunos llegaron con defectos de costura.
3,Bueno,Esteticamente muy lindo. Pero al segundo dia se quemo el foco y es muy dificil de conseguir por sus medidas
3,"Buenos, podrían mejorar","Funcionan perfecto, se escuchan muy bien pero le faltan comandos para cambiar de canción y regular el volumen."
3,Bueno,Por ser el primer producto q uso m pareció buenísimo!!!!
3,Bueno,"bien, buena atención!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
3,Bueno,"Este producto no cumplió mis expectativas, lo compre xq tuve 12 años de la misma marca y ese salió excelente."
3,Bueno,"Muy linda imagen y sonido. Momentáneamente lo que estuve usándolo, no pude acceder a ningún sitio para bajar otra aplicación aparte de las que ya vienen pre instaladas. De no ser posible bajar otras aplicaciones, seria valorado deficiente."
3,Bueno,Ilumina menos que otros que tengo con las mismas características
3,Bueno,"Es linda y delicada, pero no era lo que esperaba!  Pero considerando lo que pague esta bien."
3,el producto ok para su precio,"el producto en si eta bien, las puntas son muy muy debiles pero que mas sse puede esperar de algo de ese precio, la pinsa en si no sirve para mucho, a menor medida de fueza que nesesites se dobla"
3,Bueno,"Me parece q será un buen producto , no puedo decir más ya q todavía no lo usé"
3,Bueno,"MUY LINDA DE ESTETICA, POBRE EN SINTONIA, LE CUESTA SINTONIZAR RADIOS LOCALES,"
3,Bueno,"MUY BUEN PRODUCTO, LO QUE ESPERABA"
3,Tendrían que mejorarlo!!,"Lo único malo del cesto es que si caen líquidos adentro, chorrea para afuera y si lo querés limpiar adentro en el fondo no se puede xq tiene como los vasitos se yogurt(como una doble pared) donde es imposible llegar. Por el precio es algo que deberían cambiar!"
3,"Bueno, con detalles","Muy buenos, lástima que algunos son como de segunda o tercera selección.. algunos quedan muy cortos y se sacan y otros tan largos que no puedes volverá cerrarlos. Pero en su mayoría funcionan bien."
3,Buena,Lindas acorde al precio publicado
3,Rregular,La cadena es más o menos lo que esperaba si tuve que cambiar la trava de cierre ya que la cadena se soltaba o desprendía con frecuencia riesgo de perderla.
3,BUENAS PRECIO-CALIDAD,Muy lindas pero la tela un poco debil.
3,Práctico y perfecto para jugar y tranportar.,"Es un lindo producto. Una de las piezas (un caballo) tiene problemas de imantado, es decir no se sostiene. Creo que si las piezas tuvieran un poquito mas de peso el producto mejoraría mucho en cuanto a su manipulación. Mas allá de estos comentarios que no hacen al producto en sí, es práctico y su tamaño es perfecto para jugar en cualquier lado.   El poder llevar las piezas dentro de el tablero es otro buen acierto.  Lo recomiendo y verifique el imán de toas las piezas antes de usarlo."
3,Bueno,Esta buena pero no es muy buena calidad
3,"Buen precio, presentación regular.","La muñeca no estaba sujeta de la cintura hacia arriba. Bailaba en la caja. Ambas piernas no permiten articularse. Esta observación es recurrente. Buen precio, pero...."
3,Muy conforme por el precio,"Conforme en relación con el precio, son útiles para trabajos pequeños"
3,Caludad mala. Sin protecciones adecuadas,Me parece de calidad baja. He comprado equipos fox de muchisima mejor calidad. No parece original.
3,Rgular,"Por ahora bien pero tiene detalles de fabricación el producto, y con respecto al andar. Tiene vibraciones en el momento q soltas suavemente el embrague. Calculo q estos puntos en contra son por ser de competición? No lo se pero es lo q me sucedió a mi."
3,Bueno,Muy bueno en relacion al su precio
3,Bueno,Buen producto con relacion a su precio
3,Bueno,"El producto es muy bueno, lo malo fue que compre 3 rollitos de bolsitas de repuesto y me vino 1 huecito con 1 solo rollito de bolsitas."
3,Del (1 al 10 )le pongo un 5,"Más o menos,no era lo que yo esperaba"
3,buen producto,"es de chapa color blanca, el producto es bueno, funciona bien, buena relación precio calidad."
3,Bueno,tiene mucho juego la ranura en U.
3,Regular,"La ficha si bien esteticamente es igual, no tiene el prensacable en su interior, lo que va hacer que los cables se salgan con un pequeño tiron. Si la ficha va a quedar enchufada, no hay problema, pero para algo como un alargue no la recomiendo."
3,Bueno,"Lindo producto,por el precio.Recomendable"
