RATE,TITLE,CONTENT
2,maso,"el acolchado cumple su funcion de abrigar, lo unicio malo que se le salen las plumas por todos lados, las sabanas exelentes."
2,Regular,"Es muy buen, pero no es bajo que consumo y la había comprado por eso!"
1,malisimo producto,"el producto muy berreta, el blue thooth me funciono literalmente 2 dias... lo bueno es que trae entrada de plug & plug y por lo menos puedo ir usando el celu con el cablecito pero el producto es muy malo... y del envio y atencion mejor me reservo mi opinion pero de una calidad parecida. si pueden comprar un stereo de marca creo que es lo mejor... lo barato sale caro =("
1,Muy malo,"El producto llegó bien y es lo que venden en eso sumamente bien!   Ahora al ser silicona se mueve y filtra el líquido de panqueques, por ende se complica para cocinarlos!   El vendedor 10 puntos!"
1,Muy bueno,Muy bueno!!!!    Súper recomendable
1,Práctica pero mal servicio post venta,Me llegó rota y nadie se hizo cargo.
2,Sin variedad,Compre 5 pares de medias y me enviaron 3 pares color naranja y 2 amarillos.. y los otros colores que figuran en la foto ni! Así que tengo todas las medias iguales
1,En mi opinión fue una experiencia muy desagradable,"Orrible todo mentira, me estafaron las medidas no son reales y la calidad de los materiales son deplorables.,PLATA TIRADA A LA BASURA."
1,Mala calidad,"Me llegó las cosas despegadas y no trajo las luces ni la madera divisoria, le reclame y nunca me envió nada, no vuelvo a comprar"
1,mala,no es muy precisa los tornillos de deslizamientos no están parejos me parece una estafa
1,Muy malo,se demoraron mas de 15 dias para enviar el producto y tuvo que intervenir mercado libre para que me lo envien no son confiable
1,no la recomiendo,"la calidad pesima lo primero que corte se rompió la cuchilla,  puse el repuesto y en el primer uso  paso lo mismo  en ramas   muy finas . no la recomiendo.  sobre la atención  del vendedor  excelente"
1,100% poliester,"Son muy lindas, pero 100% poliester"
2,Bueno,La calidad es bastante diferente de lo que figura en la foto. La entrega fue según lo convenido. Nada que objetar en ese punto.Super responsables en ese sentido
1,no lo recomiendo,muy mala la planchita pierde el calor
2,Bien,No lo pude probar se me rompió antes
2,No me gustó,"No estoy muy conforme , los neumáticos no tienen la misma fecha de fabricación. Uno de ellos es bastante más viejo"
1,En general el producto es de baja calidad.,"No cumplio con mis expectativas el producto, calidad, la tela es de muy mala calidad, igual los almohadones."
2,Muy muy muy bueno,Excelente muy bueno ya está colocado
1,No lo recomiendo,"Al principio bien. Pero después de la primer semana lo tuve que descargar del todo porque no para de vibrar. Se dispara  solo, lo prendo y se apaga. Un desastre. No me duro ni 10 dias. No lo recomiendo!!!"
1,Muy malo,"Hola Buenas noches. Les escribo por el triciclo ya que tiene demasiadas fallas las cuales les detallo: el asiento para que entre en el caño se quebró, por ende esta flojo. Las agarraderas de goma del manubrio no entran del todo, quedan a mitad de caño. La barra de atrás con la que el adulto guía al niño se sale, entra en el caño pero hace juego, es decir la traba no traba. Como podríamos hacer para solucionar estos inconvenientes??"
2,Desaconsejable,"demasiado caro para lo que es el producto, no hay relación precio calidad, sabia que era una replica pero no me esperaba tan mala."
1,Universal Super Cuts 3,No me funcionó. Solo me sirvio para saber que no debo volver a comprarlo.
1,Mala,Hola la pelota me vino desinflada. Y dsp cuando la infle se desinflo enseguida. Me  vino pinchada.... La mande a otro lugar a inflar y se desinfla
1,Gh Max 180 Tabletas Universal Nutrition,No me funcionó. Solo me sirvio para saber que no debo volver a comprarlo.
2,muy bueno recomendable,muy bueno tal como es lo publicado la calidad de siempre  es garantia
1,No volvería a comprar esto!,"Malísimo y caro para el precio, de muy mala calidad, no lo recomiendo"
1,Mierd*,Me cagaron mal! Me estafaron! Pasados los dos meses me borraron el juego
1,Producto malo,producto delicado y de mala calidad!!! son  2 giros izquierdo
2,Excelente,Genial cumple con lo que promete
1,Mala calidad,"Calidad malisima del producto, no lo recomiendo !!!!"
1,Producto malo,"Repuesto de muy baja calidad, no lo recomiendo"
1,Malo,Me lo aplique una vez..y mi cabello quedó dañado..   Finito y cortajiafo...Aclaro...este fue mí caso en particular...
1,El vendedor pésimo. Deja de andar el juego,Muy malo Deja de andar el juego al tiempo encima no contesta  malisimo el vendedor
2,Baja calidad,Se despintó en el primer uso . Yo hago ferias y entiendo que se gastan pero la primera vez que lo use el auto me quedo lleno de pedacitos de la pintura
2,Malo,"El portalampara es lindo y de buen material, pero  el sistema de conexión interno no es bueno."
1,Mslo,Malo.. no se siente la corriente
1,Todo perfecto,Todo perfecto muy recomendable. Saludos
2,Malo,Buen tamaño pero desprolijas terminaciones.
1,QNO FUNCIONA. NO lo quiero.quiero mi dinero,NO FUNCIONA. Quiero mi dinero  Espero  recibir mi dinero . Jamás encendió.. Y desde reclamo NO salen.los mensajes.q i Eto del Armatoste NO QUIERO EL PRODUCTO. Por ser defectuoso . Enviame la etiqueta y lo envío de regreso o autoricen  La devolución y lo llevo a la empresa. GRACIAS.
2,Malo,No era la cuchilla para la afeitadora y a parte se demoró mucho.
2,No se si son para recomendar..,Una me anduvo pero la otra no. Se dispara sola.
2,Malo,"Si Bien cumple su función ,    es mala la goma."
1,Malisima calidad,Malísimo!! Lo usamos 3 veces y está pinchado. No se golpeó ni nada. Realmente una porqueria.
2,Malo,"Rápido el envío, lo chicos se entretienen con el motivo pero desmora en que tome el pulso."
2,decepción,No son profesionales.. son de juguete. Optimo para principiantes.... Las ruedas son esteticamente bonitas pero no aguantan el asfalto.   En un mes tuve que cambiarle las ruedas.. y los rulemanes tambien.  ...... RECOMENDADO PARA PRINCIPIANTES.. pero para nivel intermedio ó avanzado NO.
2,7puntos,Es lindo pero no le dura la carga y agarra una f.m nada mas
1,Muy malo,Hola tengo un nproblema vino roto el balde
2,Malo,Me vino fallado Necesito solución urgente!!! O donde compro el repuesto para unir todo a la canilla? Se mueve el aparato. Cuando lo conecte salia agua por todos los costados
2,Malo,"En la publicación, indicaba que venía con ciertos accesorios que no estaban en la caja.( CD de instalación y cable USB); será factible que me lleguen?"
2,Ttodo perfecto,Todo perfecto...el vendedor muy amable
1,Malisimo,"Me vendieron un producto, que no coincide con lo que dice, en la caja y anuncio dice que es de 40v, y en el producto dice que es de 36v. Muy mala actitud del vendedor, me dio muchas vueltas, y me insistía que el producto es de 40v, que fue un error de la fábrica, no se hicieron cargo de nada."
1,"frasco reventado, dañó varios productos y mi ropa",sé que es buena pero llegó reventado el frasco; embalaje desastroso
1,XXL para enanos hacen,"xxl para enanos hacen estos, ojo porque las medidas que expresan no son tal. Ni en a punta del ojete me entra la campera."
1,Mala,"La verdad es que solo sirve para calentar sándwich para wafels no me sirvió, no llega a la temperatura ideal para logra que se cocinen. Era para lo que realmente la necesitaba y no me sirvió. si se hubiera podido devolver usada lo hacia. Pero en el aviso decía que solo se podía devolver sin usar."
1,Malisimo decepcionado por confiar en el vendedor,"Malisimo  el producto, caro y los materiales no son los que promocionan en la publicación, los cajones ya se rompieron las guías que son de plástico y no de acero como me vendieron."
1,un disgusto !,"muy malo no sirvió , no es compatible, se rompe de solo tocarla se parte una porquería"
1,"en mi opinion mauina  defectuoso ,para hobistas","EL MATERIAL AL MOMENTO DE RECIBIRLO ME PARECIO SOLIDO, PERO APENAS LO USE 2 MESES SE ROMPIO EL MARTILLO Y NO CONSIGO  QUE LO REPAREN"
2,Malo,"UN POCO BAJITO Y NO MUY ROBUSTO, PARA SACAR DEL APURO"
2,Malo,"Todo bien, buen producto. Llego en tiempo"
1,Muy malo,"nunca me llego el producto, todavia estoy esperando una respuesta, tanto del vendedor como de mercado libre/mercardo pago"
1,Mala,"No son alemanas, son brasileras, una estafa la publicacion"
1,Muy malo,"Malísimo, jamás funcionó el producto..no compro nunca mas"
2,Malo,"Una porqueria la carcasa , muy fragil ( la fotito muy linda , pero cuando lo tenés realmente en la mano , la estructura parece descartable , no le veo mucha vida util al abrirlo y cerrarlo varias veces ) , es caro para la calidad .-"
1,Mal,"LA COCINA LLEGO GOLPEADA, LA CHAPA UNDIDA, LE ESCRIBÍ AL VENDEDOR Y NUNCA ME RESPONDIÓ."
2,Malo,"Si bien andan muy bien y tienn buena luz, tienen toda la pinta de ser ordinarios, plastico muy fino chapas muy finas y no tienen cooler, por ahora andan muy bien, habra que esperar que dice el tiempo"
1,Regular,"No aclara que freno viene. Envio bien, vendedor bien."
2,mala calidad,"No dura mucho la bateria, de hecho dura menos que la original gastada que tenia el celular."
1,Muy malo,No quedé satisfecha. Le faltó un cable. No le hubiera puesto ninguna estrella
1,Muy mala,Muy malo no alumbra lo k parece ...malisimooo
1,Muy malo,"Las vendas parecen papel hgienico, no se pueden ni usar, una completa desepcion el producto"
1,,"El adpatador de auto me lo mandaron sin funcionar y aun no me lo cambiaron porque no tienen, la atencion para resolver es muy mala , no los recomiendo"
1,No estoy conforme lamentablemente.,"No es lo que esperaba porque se mancha de óxido con menos de 1 mes de uso. Estéticamente muy lindo, pero lamentablemente no lo volvería a comprar."
2,Mala,Vino sucia y con marcas en el exterior
1,Muy mala calidad,Malo muy mala calidad se quiebran solos casi sin aser fuerza
1,Lamentable,"No es lo que esperaba, no me satisface, quisiera info para poder devolver el producto"
2,Regular,"No me prece hidratange ni noto el volumen! De hecho me deja los labios con las grietas propia de ellos, y al ser algo hidratante x lo general no pasa eso!"
2,Malo,Malo.. no sirve para soportar un vidrio de ni de 5 kg
1,Mala calidad,Muy mala cálidad.no es recomendable
1,Origen dudoso no emite factura no tiene etiqueta,El producto es de origen dudoso aparentemente de paraguay no emite factura despues de reclamarla sin respuesta alguna
1,Muy malo,"El vendedor nunca envió las baterías, muy malo el servicio del vendedor.-"
1,Ordinario,"Iper ordinario, la luz de posicion queda de costado, el aro deo frente no es cromado. No es de ceccato."
1,Muy malo,"No mg , no salen las tortas como deben ser!!!"
2,Muy bueno,Exelente lo. Recomiento muy buen producto.
1,Exelente,Exelente lo recomiendo muy buen producto
2,Excelente compra,Muy buen producto y servicio del vendedor
2,Malo,En mi caso (Ford Ka modelo 98) no funcionó la totalidad del paquete de repuestos. La junta es de 1.5mm cuando tiene que ser 2mm y la rosca del sensor no coincidía con el múltiple... Estaría genial da aviso al proveedor para que haga esas correcciones ya que tuve que volver a invertir en reemplazar dichas piezas defectuosas.   Saludos
1,No compres en ML.,"No puedo dejar un comentario porque nunca recibí el aparato. A pesar de querer hacer reclamos y comunicarme con Mercado Libre, nunca pude hacerlo y perdí los 2000 pesos que pagué.  Terminé comprando otro."
1,Muy malo,MALO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1,Pesima,"Muy mala calidad el interior, el forro parece de papel; lo que parecen 2 bolsillos frontales no lo son, es un solo espacio y en la parte inferior se conecta con el espacio del cierre que sigue; no tiene correa para sujetar la notebook; pésima mochila"
1,Muy caro para tener que tirarlo,"Incómodo, poco práctico, plata tirada"
2,No lo recomiendo!!!!,"Tuve q ir dos veces a cbiarlo xq no funcionaba correctamente, la atención nefasta! De las 4 personas q me.tendieron solo una fue algo amable. No lo recomiendo para.nada!!!"
2,Precaución al entender el titulo 'Funda Original',"Seguramente la funda original de Apple debe ser buena. Sin embargo, recibí una funda de 'calidad original Apple', que acorde con el precio que pague no es mala. El vendedor RUDDERCEL dejo en claro que la culpa de no recibir la funda original Apple fue culpa mía, ya que no leí las preguntas realizadas en la publicación y que dado el precio que tenia el producto, yo debía saber que no es original."
1,Mala calidad,"Una pena, se rompió a los 10 días"
1,Malo,Faltante de productos y mala calidad
1,Mala,"Malísimos, son una réplicas malísimas. Lo abrí y la placa, la batería, el armado de los botones en conclusión  todo es una copia barata del original. Deberían de cobrarlo por lo que es una copia. El joystick es impreciso ante los movimientos sutiles la verdad degrada mucho la experiencia."
1,Mala predisposicion del vendedor para el cambio,Muy chicos y ajustados. No cierra el cierre
2,Util,Acorde el precio calidad. La use 1 semana y salio una manchita de oxido o algo raro. No se si será solo en la mia
1,Vino abollado en una de las varillas.,El producto me llego abollado en una de las varillas.
1,Excelente,"Excelente, producto,buena capacidad de almacenamiento,la cámara es genial"
1,No fue lo que esperaba,"Me entregaron la alfombra húmeda y manchada,no parecía un producto nuevo. No volvería a comprar."
2,Malo,Masomenos........................
1,Inutil,"Totalmente inútil,no corre bien  ni levanta la basura del piso"
2,Malo,"Calienta poco, lo puse en una habitación de 3x3 y no llega a calentarla bien"
2,Malo,Malo muy malo no es original me mintieron ?
1,pesimo producto,"pésima edición , parece fotocopiado."
2,Desilusión,Muy buen guantes pero no sirve para el frío se te congelan los dedos .
2,Malo,Se le acabó la tinta en la 5ta impresión de pocos renglores. Me parece que son truchos.
1,Malo,"Para el precio que tiene, no tiene nada especial y los cuadros son pocos"
1,"Una estafa , muy cara.","Un engaño muy caro , un producto que vale cinco veces más que cualquier otro y viene en un envase de dudosa calidad , fabricado en argentina y justifican lo cobrado diciendo que es cara la franquicia. Pero lo peor es que no cumple con nada de lo que prometen en la página de venta , al llegar tanto la caja , el prospecto y el envase solo hablan de ,restaura la frescura , elimina el olor y la sudoracion,  mejora el aspecto de las uñas ?????? Y la onimicocis ???? .Una estafa total , gaste dos aerosoles y ningún resultado . ABSTENERSE"
1,Pedi una resistencia de 3000w y  mandaron de 2000w,El vendedor te manda cualquier porqueria
1,Malo,Nada qué ver el producto que recibí con el de la imagen que muestra.
1,¡Un peligro! Se desarma,"A los 10 dias de haberlo comprado, andando, se le salio y perdio un bulon, cuando lo consegui y  intente arreglarlo me dijeron q la rosca de adentro estaba rota y x eso se habia salido la rueda, me lo arreglaron en donde compre el bulon y hace 1 semama me paso lo mismo con la otra, la arregle y ayer se le volvio a salir la rueda con el nene andando, cayo de manera horrible, quedo todo raspado, ES UN PELIGRO!! No lo recomiendo. No es el original sieteveinte."
1,"Muy decepcionado, se rompieron en menos de 1 mes.","Muy malo no me duró nada,muy decepcionado. Se despegó toda la parte de atrás en menos de 1 mes. Me re cabio jajaja ahora tengo q ir a pegarlos a una zapatería.. No lo recomiendo para nada. Pongan un poco mas de plata y compren algo mejor,"
2,Regular,Los cables no sirvieron y debieron cambiarlos.  Las camaras son de muy baja resolución no logran leer una patente a 6 metros de distancia.   El resto del equipo bien.  Yo recomendaría comprar equipos con camaras de 1080 p.
2,Excelente,Es muy bueno. Y Cuando lo compre su precio también lo era
1,malo,no tengo ni idea como es xq nunca funciono
1,flojo,"el producto si bien es economico es de baja calidad ,el pegamento no pega,el control se desarma ,parece un papel y no llega a 5 metros"
2,no tan bueno,"Solo da calor en el medio, por lo tanto es preferible comprar solo de una plaza."
1,Llego con una parte de la carcaza plastica rota,Al cotejarla con otras cintas se encuentran diferencias en las medidas
1,No recomiendo,"Barata pero de muy mala calidad , no recomiendo"
1,Malísimo,"Malísimo, llegó mojado, con mucho olor a humedad!!!  Le escribí al vendedor y nunca m respondo"
1,NO ES BUENA CALIDAD EL PRODRECOMIENDO AL VENDEDOR,REALMENTE EL PRODUCTO NO ES BUENO MUY FINO EL MATERIAL ES MUY MALO QUITA RESOLUCION A LA PANTALLA Y ESTETICAMENTE LO DEJA MAL AL TELEFONO NO LA RECOMIENDO EL VENDEDOR RAPIDO LLEGO A TIEMPO
2,INFORMACION ANTES DE COMPRAR ¡¡¡¡,"No las volveria a comprar la iluminacion es muy deficiente a lo que las lamparas de led ofrecen ., es para tener en ambientes donde queres la luz tenue , no para iluminar una oficina por ejemplo . ya que segun la posicion hasta resultan molestas a los ojos ,"
2,"Podrían mejorarla, no es digna de Disney.","La muñeca Sirena Ariel es llamativa y bonita, pero vino con poco pelo, y algo que pincha y lastima entre los cabellos, que aún no logré sacarle de la cabeza (mi nena se lastimó varias veces). No es articulada, y la calidad del plástico no es muy bueno. No se le rompe a mi nena porque es cuidadosa. El sistema de la cola que se abre cuando se llena de agua es medio incómodo."
2,Pésimo,"Un Stanley Divino. Pico cebador, todo muy hermoso. Pero con menos de 2 meses de uso, le aparecieron puntos de óxido en el fondo interior. Sólo se usó con agua potable. Es inentendible. Vuelvo al Lumilagro..."
2,Malo,"Es más o menos, se saltó enceguida la pintura, y nunca anduvo el encendido."
2,"Cumple la función de sonar, no esperen nada más.","No la recomendaria ni para alguien que va a comenzar, muy mala calidad de materiales y acabado."
2,Malo,Maso.............................
1,El producto bueno pero no me sirve vendedor malo,El producto bueno pero muy mala atención. Un soberbio con supuestamente muchos años de comercio pero ya está cansado y se nota le dije q m quedaban chicos y no sólo no m dio solución sino que m tiro toda su experiencia. Pero en síntesis m quedaban chicos muy chicos se de los regale a mi sobrino.la verdad si pudiera le pondría 0 estrellas
2,Regular,"El pantalón, o sea calza..no especifican bien.  las fotos muestran con cierre. Y no es así es tipo calza. Aún así me gusta la calidad"
2,DIFUSOR RGB,"EL VENDEDOR ES EXCELENTE PERO EL PRODUCTO NADA TIENE QUE VER CON LA FOTO, YO LO INSTALE Y LA ILUMINACIÓN DE COLORES NO SE VE, EL ROJO NO SE VE QUEDA QUEDA OSCURO SIN COLOR EL AZUL Y VERDE ES MUY TENUE TAMPOCO ALCANZA LA DISTANCIA QUE SE VE EN LA FOTO, CREO QUE DEBERIA TRAER DOS LAMPARAS POR LO MENOS."
1,Grumosos,Tendrian q poner de como se prepara.a mi se me hiso todo grumoso y no hubo solucion lamentablemente tube q tirarlo.
1,Muy incómoda.,"Los compradores deben saber que no es un short: es una faja con piernas, muy tensa en el vientre y de tiro más bien corto (no llega al ombligo), lo que provoca que se vea más abultada la panza por sobre el ombligo."
1,Decepcionado.,No es Full HD y no sirve de monitor. No se guíen por el título.
2,No fue lo qie espereba,"No es tiro alto como dice ,es tiro normal ..."
2,No la puedo usar.,El modelo está bueno! El único problema es que el par que va en el pie derecho tiene una mala costura en el interior y me lastima el pie.
1,desaconsejo el equipo,"es un producto de baja calidad el que me  entregaron ,los parlantes que tengo de alta calidad emiten ruido de fondo al conectarlos    la empresa donde la compre no tenia la comprada y tuve que pagar una diferencia y retirar una con entrada usb segun ellos modelo superior al comprado"
1,Muy malo,Una porquería me mandaron lo que quisieron y encima yo me tenía q mover para hacer la devolución.. les mande msj y jamás me respondieron.. pedí una cosa y ni siquiera se fijaron que me mandaban
1,Horrible,No es lo q esperaba..material muy trucho
1,UNOS CHANTAS,SON UNOS CHANTAS. TE ENVÍAN LO QUE ELLOS QUIEREN Y SI NO TE GUSTA JODETE O DEVOLVELO. NADIE SE HACE RESPONSABLE Y MERCADO LIBRE TAMPOCO VIVIMOS EN UN PAÍS DE CHANTAS
2,Extraordinaria,Muy buena calidad anda muy bien ilumina ezcelente
2,Malo,Muy poca potencia de corte (muchas pasadas para cortar en el mismo lugar) y no tiene accesorio para perfilar o recortar patillas. Igualmente para el que tiene barba fina supongo que puede andar.   La calidad constructiva y los materiales son de primera.
1,No es Kevlar,"No es Kevlar, es acero y NO sirve para impresoras 3D, las poleas son muy chicas y la correa se rompe rapido al no ser tan flexible"
2,a mi no me sirvio,"Ya que me preguntan que me parecio , les comento que no me sirvió para nada, las cintas se safan y no mantienen el tamaño, se agranda con el tironeo del perro y se safa , mi perra se lo saca como un pullover. Fue una mala elección."
1,No me sirvio para mi auto,"No me sirvio, mi auto es modelo 2006 y queda grande."
2,Medio pelo no se parece,Medio pelo deja mucho q desear  ni por cerca es similar el aroma
1,Malo,"Compré en tío musa, me enviaron un anafe abollado y doblado, son un desastre"
2,Malo,Aún no lo he armado pero me cansé de reclamar la factura que sigo sin recibir y la publicación es engañosa ya que tiene solo 6 meses de garantía de fábrica no un año como ponen ahí
1,Los cables de mala calidad,Me genera una mala lectura del velocímetro
2,No era lo que esperaba,"No fueron lo que esperaba.  Los pinceles para delinear son de cerda muy dura, casi diría que te raspa. Los demás zafan."
1,No estoy conforme con el artículo,Solo andubon por unos meses no hagarro más WiFi y ya no la pudimos usar mas
1,Malo,Dos veces tuve problemas con el producto. Lo tuve que devolver y ahora buscaré algo más confiable.
2,No es lo que esperaba,"Los posters todo ok, aunque parece una hoja impresa. Pero el CD no es de Kiss. Lo compré para regalo y la verdad una desilusión, no es lo que esperaba. (El CD es nuevo, es de una banda de música ochentosa no conocida) Debería aclarar que el CD es de otra cosa, no hubiera gastado esa plata en eso..."
1,Malo,"Me vino roto, con el blister abierto y un brazo salido, y cuando lo ponía se volvía a salir, el plástico reseco."
2,No pude hacerla funcionar en WAN,No conseguí conectarla en IP paRA VER DESDE FUERA DE MI CASA. SOLAMENTE LOGRÉ QUE FUNCIONARA EN WIFI
1,Es barato. Pero por lo que recibi. Es caro.,La verdad no me esperaba q sea tan trucho.
1,Malisimo,No sirve. No dio ningun resultado.
1,Mala predisposición.,"Era un nene, vino con chupete rosa, además de q vino manchado de una tinta azul que no sale, producto del cartón corrugado en el q vino envuelto. La repuesta, vení hasta liniers para cambiarlo."
1,Una vergüenza!!!,"No lo recomiendo para nada, si no fuera porq intervino mercado Libre no sé qué ubiera pasado con la devolución. Las zapatillas no son originales!!!"
